Composite Element REF	Hugo_Symbol	Group	TCGA-KL-8323-01	TCGA-KL-8324-01	TCGA-KL-8325-01	TCGA-KL-8326-01	TCGA-KL-8327-01	TCGA-KL-8328-01	TCGA-KL-8329-01	TCGA-KL-8330-01	TCGA-KL-8331-01	TCGA-KL-8332-01	TCGA-KL-8333-01	TCGA-KL-8334-01	TCGA-KL-8335-01	TCGA-KL-8336-01	TCGA-KL-8337-01	TCGA-KL-8338-01	TCGA-KL-8339-01	TCGA-KL-8340-01	TCGA-KL-8341-01	TCGA-KL-8342-01	TCGA-KL-8343-01	TCGA-KL-8344-01	TCGA-KL-8345-01	TCGA-KL-8346-01	TCGA-KM-8438-01	TCGA-KM-8439-01	TCGA-KM-8440-01	TCGA-KM-8441-01	TCGA-KM-8442-01	TCGA-KM-8443-01	TCGA-KM-8476-01	TCGA-KM-8477-01	TCGA-KM-8639-01	TCGA-KN-8418-01	TCGA-KN-8419-01	TCGA-KN-8421-01	TCGA-KN-8422-01	TCGA-KN-8423-01	TCGA-KN-8424-01	TCGA-KN-8425-01	TCGA-KN-8426-01	TCGA-KN-8427-01	TCGA-KN-8428-01	TCGA-KN-8429-01	TCGA-KN-8431-01	TCGA-KN-8432-01	TCGA-KN-8433-01	TCGA-KN-8434-01	TCGA-KN-8435-01	TCGA-KN-8436-01	TCGA-KN-8437-01	TCGA-KO-8403-01	TCGA-KO-8404-01	TCGA-KO-8405-01	TCGA-KO-8406-01	TCGA-KO-8407-01	TCGA-KO-8408-01	TCGA-KO-8409-01	TCGA-KO-8410-01	TCGA-KO-8411-01	TCGA-KO-8413-01	TCGA-KO-8414-01	TCGA-KO-8415-01	TCGA-KO-8416-01	TCGA-KO-8417-01
cg02548238		BodyBody	0.04425068570335	0.0394236746627292	0.044081624304176	0.0795778782800216	0.0449425549309193	0.0399101663220126	0.0492525729122845	0.0447838572308141	0.0414908674209625	0.0603808536620476	0.132251085697864	0.0776769412078218	0.0622178887319096	0.0454517600966392	0.0553748403274881	0.0552139436257104	0.0496286564801934	0.0694203686162122	0.0388752907201036	0.0359250713578711	0.04551118405137	0.0525170050100149	0.0472527073583078	0.0326796220420171	0.0393070041098231	0.0621577004225224	0.0459353966436334	0.0801812557219256	0.0325628378823049	0.0221481538441554	0.0386075481345392	0.0391105364856543	0.0441509575640824	0.0582485391637244	0.0266350051842592	0.0468568421684099	0.0291298923621356	0.0652602814301379	0.0492034478063193	0.0457354413164419	0.0477826244504363	0.0310636124088561	0.138029879577561	0.45030674524796	0.055951868418361	0.0485168213993518	0.0373956210084823	0.0684099066495246	0.0516232126654726	0.0408971682532913	0.0372189693400429	0.0517728740614252	0.0409508703297452	0.0486509205057825	0.0581792356166454	0.0474517884149539	0.0574487892088147	0.055738012225258	0.0477815101675993	0.0480263842148363	0.0381170140999251	0.120928656094366	0.0433837635764439	0.066835391735442	0.0786638359159241
cg02589695		NA	0.0548400483777653	0.733698104280595	0.0530526266241252	0.485485840341553	0.501848685489787	0.830502508289688	0.623495226746832	0.0925147277349082	0.807816353866418	0.562994698617407	0.446477035284786	0.61638763164509	0.163803843156868	0.11772696589214	0.113845362510025	0.131854173093667	0.0705999310987893	0.165085394478555	0.841905263603343	0.700982497120826	0.659364804109612	0.198003951706856	0.790375483281015	0.849861145702323	0.104187289837175	0.576521104650555	0.780437639176299	0.507301113239265	0.102588484087763	0.777715525320653	0.774368800488433	0.395391511442176	0.441315753718022	0.825368435668806	0.396437118722173	0.827569279364913	0.582082018547498	0.61168928719557	0.668092432897574	0.601683868533436	0.654927684110425	0.106334190848607	0.13159492312485	0.104977836655795	0.139011734854543	0.424962481883128	0.587607169848514	0.678824513593544	0.105342205907409	0.844975013755545	0.599236793703762	0.127751483424442	0.355751158207563	0.142911525218254	0.116750643473911	0.666745261529855	0.172897752475381	0.778879192774821	0.516690205895705	0.136381218526761	0.643257045480882	0.104511882909128	0.67439538467973	0.101344076954462	0.794564297731643
cg02608019		1stExon	0.0200553172605689	0.0265454865605129	0.0253698567008233	0.0351016226733971	0.0226358795600024	0.0273082381294906	0.0293314928099367	0.0216381822785107	0.0302084147708696	0.0219442968638327	0.0225702178823627	0.0303826122611851	0.0232159214364843	0.0287733418079303	0.0245018618070084	0.0231659615451189	0.0208434123086329	0.0190148975597985	0.0287531177434884	0.0259523303775431	0.0309247816046577	0.0250069186525264	0.0234064801801508	0.0302240211039294	0.0237356387351503	0.0320310096448177	0.0240316369021655	0.0251686930166805	0.0238741596093519	0.0181337950335207	0.0236076311115858	0.028519659948361	0.0226626682778909	0.0240139462711987	0.0231850814479563	0.0220683497407375	0.0297796946170567	0.0255418145114324	0.0222074030767849	0.0272532385804129	0.0265976853995069	0.759848901575937	0.0236018462647895	0.0205662401783132	0.0238059059027361	0.0221717984263459	0.0338285420186505	0.0269128062635606	0.0206654975482762	0.0305120481886865	0.0322689433838507	0.0292043797816682	0.0228668005318219	0.0232163441613346	0.022408299961694	0.0289612174090486	0.0245151373502609	0.019764891072782	0.0244227179287933	0.0307190524878161	0.0216661604042965	0.0293292032380087	0.0282811828746742	0.0282407544354328	0.0268481700775875
cg02659086		TSS1500TSS1500	0.0151920503404601	0.017767206397235	0.0169439662248972	0.0266534996713635	0.0166005764653276	0.0203958790493344	0.0241037968944551	0.0230120261766306	0.0236024244636932	0.018830332118804	0.0155649211267508	0.0239571588734372	0.0181395905234545	0.0143071808125809	0.0210972410223888	0.0162417565788272	0.0188115896946474	0.0176721792626798	0.0199121873960189	0.0177957184139049	0.0154301317837197	0.0189313082124861	0.0195524514374403	0.0207611637392588	0.0180269209493773	0.01831279221417	0.0197629507856164	0.0201741115635013	0.019102721592619	0.0210465250835508	0.0164929095297312	0.0213826866841568	0.0173195075753599	0.018105433352944	0.0177173569978094	0.0204470546022528	0.014976700927082	0.0209100147613065	0.0167218198206669	0.0186385793085319	0.0194615753154026	0.0235849711808646	0.0269393419539985	0.0176377736418294	0.0194762301979081	0.0214674889388337	0.018780886536482	0.0207254214015033	0.0222467237936688	0.0225879680485812	0.0210699073068795	0.0192622891403154	0.0216483858809397	0.0204710585176321	0.0149390627456542	0.0197072996364546	0.0195186768329337	0.0198804136370025	0.0198605254350641	0.0184563806370516	0.0171194797022205	0.0174631768442312	0.0207067601915077	0.0201483467506445	0.0186897316069261
cg02720618		TSS200	0.0345845892966141	0.0430801410040811	0.0315271442487705	0.0692229019014643	0.0422776938710207	0.0556025832242481	0.0379613963358051	0.0361410478834073	0.177595607043381	0.0813909601658933	0.124040519003847	0.0835125870293906	0.165650237907101	0.035171262665873	0.0362555694650759	0.0494430222062122	0.620523138318445	0.0692225672345872	0.0884736035368669	0.0319398331951149	0.0371150490973851	0.0720204378226995	0.153751305820759	0.169929315830179	0.045403473791077	0.0655416679227981	0.0624758092467802	0.0277758713175294	0.0440383527112166	0.0222712107193422	0.0308639451132019	0.0305450610608307	0.0825406078119536	0.0282302298593353	0.0325142550425947	0.045754521418694	0.032030220105328	0.0810029442107683	0.0393074549646671	0.0326948149538117	0.103905627067744	0.0430383697623047	0.106756626091891	0.0371627993060991	0.0581232507666663	0.0331635218563144	0.0434280552575754	0.0384305075841217	0.0800713033064753	0.0538352759401806	0.0533511269793725	0.0482850643969472	0.655285532908454	0.0995541647260353	0.0968701832357893	0.0392362060432507	0.0391989632297963	0.0885030053260619	0.0534831310727074	0.0510834862685127	0.0330719227802942	0.460018530689338	0.0297640886622608	0.0624186640239496	0.062887823292692
cg02723372		BodyBody	0.910054175691664	0.908887815910599	0.93038909096205	0.940650841412155	0.906263340337388	0.921845482796014	0.899386466808321	0.930618191027685	0.929622622755501	0.905741103249046	0.902905121848549	0.916533322162588	0.928881728153939	0.912381666920843	0.928339973986796	0.916032692682319	0.950978568647629	0.924570843035355	0.633450663168702	0.92382133793973	0.803415861113162	0.848863610534887	0.941708522472241	0.894326422498796	0.891787012585359	0.763032969141425	0.915923286768298	0.880959261745946	0.933572322628222	0.944986473433443	0.853548256484104	0.821580318560053	0.925281082018072	0.922984793609964	0.644127649536579	0.852961872745653	0.526510716939433	0.8799203416113	0.911577783077901	0.890771397783904	0.911158565193988	0.799019960711282	0.641894794506363	0.90335415101954	0.876709352015843	0.914031429863765	0.726264823287965	0.931852536166245	0.916902853534516	0.855787810052995	0.880611051366419	0.887304852475362	0.91820002708936	0.929434626058901	0.918852066753214	0.907547360799904	0.864748947111967	0.892271010268069	0.894615830287857	0.907622692709284	0.871691204921026	0.907966462894829	0.876522620866063	0.876907328464602	0.92398251326933
cg02723533		Body	0.990152495773971	0.990762616455142	0.992746199883116	0.990050876531797	0.987324417214593	0.99026460828729	0.990699271190897	0.991345049495009	0.990644995389639	0.988940614258769	0.989194783933688	0.99118254207457	0.99161542922519	0.991497594324522	0.990056672769339	0.985391562312309	0.992233551278475	0.989056526888196	0.989746744484332	0.99164859375106	0.985942226160758	0.989084592998758	0.985643508654734	0.991257013019958	0.991782661991178	0.990027369721708	0.991341412025714	0.988690535642899	0.99126944768317	0.990708158433407	0.992068343267188	0.989954113210697	0.992899959457038	0.990475446183749	0.922984296900459	0.989687281511874	0.989795092012085	0.990613963749223	0.98945061604235	0.991107833360127	0.990711320943882	0.988922658670728	0.991016239476548	0.991405890450282	0.990641162806951	0.99202550641804	0.989490762654575	0.990871732425897	0.988942388622	0.988336092702191	0.991485393348357	0.989351259145499	0.987345518552403	0.987071425175933	0.99176216021504	0.990435794881151	0.989609818448963	0.98739745310499	0.987787161840605	0.99088916923196	0.992041704699398	0.992390939507246	0.990948800354194	0.991468647316566	0.990754049001579
cg02793099		TSS1500	0.487089815892074	0.444572688003887	0.443382246854958	0.482102040171524	0.518925617992328	0.458745232039985	0.484371114909273	0.510214708782	0.467391029461206	0.485881955039968	0.49966743641567	0.458640995417227	0.439510000277246	0.460812190705412	0.438334142580404	0.423346874062997	0.45382117037436	0.481118416592544	0.94727950046029	0.493218627545986	0.476820696332543	0.448747217759282	0.473847805255172	0.519983670040449	0.475363496909695	0.482099625110167	0.479653867724953	0.440766685856133	0.421546261727877	0.446052922189882	0.439124651257128	0.46172185266545	0.536228613134263	0.42797568899261	0.470348796822385	0.478247180626578	0.477079815660731	0.464587384883522	0.455461217723009	0.46420058759565	0.550509676800217	0.613738149465569	0.449375523855677	0.47877661124388	0.433435442697022	0.509529690637665	0.610057358256135	0.470016225532917	0.461832947649191	0.413780265084223	0.466785431083006	0.195308324624219	0.269080888454224	0.510208118535942	0.445684283915649	0.466998169104054	0.51981158358885	0.496121434039307	0.503430595681227	0.458794635399401	0.215773607202739	0.443605155793448	0.400413969297043	0.492061261109458	0.490030452079504
cg02807948		NA	0.41021197597929	0.37959026400906	0.40920408291148	0.263449436966983	0.354766780018119	0.796118767951659	0.306355458188201	0.09770374126284	0.352974936749388	0.425501824471013	0.360607562536636	0.186080922215478	0.269055720017127	0.444499544330812	0.38440818563868	0.456663469567019	0.363473321764837	0.195230575691739	0.405008366932997	0.169149867171551	0.398904348179259	0.657226655101193	0.188297184340519	0.268950206673073	0.156596290217858	0.436115703237369	0.290484634491248	0.4703145766647	0.164446274104452	0.144260638895719	0.37152580133127	0.196780361324288	0.271460467207424	0.427918139738611	0.225330700599932	0.116469989309324	0.408955977593624	0.172724755538607	0.392770336645441	0.407031492223432	0.200836147968234	0.292447813880236	0.299996688217573	0.158155663503556	0.417113671724803	0.408553332195778	0.258879791628362	0.223100638771341	0.124642937890577	0.827945283987906	0.277157644666102	0.390469024911786	0.273913719018503	0.641596255342959	0.132611793295324	0.192808987284393	0.151147659508462	0.127756658786638	0.397076532688028	0.11066954604729	0.198492188736779	0.407926362148273	0.146007923140526	0.150221719234986	0.113395922268504
cg02938601		NA	0.209344809207014	0.0436536107960094	0.0322201406764599	0.567674028767629	0.0717813426488896	0.278878136992123	0.466155817673638	0.0693214315010581	0.118501407620517	0.079529557017795	0.105040326237547	0.160217352711964	0.0440917733778377	0.1165749656413	0.0702988411411119	0.0599056595050109	0.127370130140368	0.0416204336728528	0.700730147528411	0.0983529237294727	0.0385096568800428	0.107037538842403	0.481342873210409	0.0493505045137585	0.0567002177719402	0.0783051145810037	0.05473642116198	0.0577502234581046	0.526112689148148	0.0307381255377388	0.227019930377319	0.507408243213759	0.0396848473362033	0.0689516180943073	0.0416461556353726	0.108885982584004	0.0676524620869084	0.134769974209453	0.0600808793057826	0.0439957022933242	0.862706250793578	0.681097164674142	0.0665687338880479	0.0546712031134225	0.0390500910115984	0.0632993388791961	0.0574494782274871	0.0941320293309946	0.0716895741172369	0.118942242684054	0.0519052512177054	0.507442380154196	0.120150135161319	0.0483367980102358	0.0488915945742207	0.123434297579791	0.145899514008979	0.301854764453719	0.0457625743077493	0.134844428233132	0.0803427301252394	0.0557635277769447	0.378583896218308	0.0653805942181155	0.0576305009377588
cg02978542		NA	0.0441079075076827	0.0486519575846342	0.0456535132507988	0.0397533411856348	0.0480398740302604	0.0556878103959387	0.0595054661231261	0.0584382432417165	0.0449866598313851	0.0454148816769511	0.0587846339282304	0.0479538015284927	0.0494607710867196	0.0504341465400134	0.0486575725434862	0.0442943826546141	0.063763374906111	0.0463172348884509	0.0498641957862323	0.0427338447161485	0.0490131754526818	0.0375030582350351	0.0533079949464348	0.0478813182835311	0.0441887048272564	0.0479185024077179	0.0391671582872604	0.0455327895705746	0.0553261201449634	0.0421220519773286	0.0387497778376079	0.0479622498186493	0.0379521408931019	0.0491688438189453	0.047232701736006	0.0565574051015573	0.0425087280219328	0.0536818299129686	0.0453891113037182	0.0390624508213147	0.0766678300835623	0.0455587192677576	0.0537249077345281	0.0451496189449054	0.0488430584351869	0.0452679797873609	0.0479489570846044	0.054035451342567	0.0441682984407108	0.0335427571308003	0.0518018467221678	0.0484906973069089	0.0418144038897908	0.0533076143062117	0.0449406360533618	0.0522195440831092	0.0477895879323157	0.0467206461603864	0.0446312000627397	0.0491595875235728	0.0493273022259884	0.0435986364020636	0.0524893290556984	0.0504557881328391	0.0363872212866173
cg03005055		NA	0.047129548791472	0.0458130333507787	0.0578257206467788	0.0452424626686879	0.044367618704331	0.0466208847705554	0.0441441555976192	0.0757474989470744	0.0433045867399704	0.0462403440777878	0.0520184576304795	0.0346487774031456	0.0450055214265798	0.0427539011477887	0.0386016289001359	0.0483480121447584	0.0602809650743291	0.0481683556048773	0.0641925084795702	0.0519622089335428	0.0417123489852098	0.0489448662660419	0.0424832366132496	0.0397980372729074	0.0397736759410101	0.034232664372991	0.038727031194146	0.0408513015425272	0.0561661672353219	0.0532324425031464	0.0414912241358046	0.0401387899424703	0.0264276743802563	0.0300495811021975	0.0381790102058801	0.0408128297278931	0.0470371311352514	0.0489130876118816	0.0431712458450436	0.0445419003642556	0.0421526337698292	0.0496072899088567	0.0410529955315747	0.0441436669620234	0.0425982896675896	0.0441429906480616	0.0464472472457367	0.0466310644130024	0.0497245144280405	0.0417478006156205	0.0668653976144895	0.0470939808124632	0.0435129246985666	0.0428309230312705	0.0488351892408459	0.0410989962700695	0.0403419085550603	0.0412598874266662	0.0464643546490741	0.0511096980369801	0.0406903757753483	0.0445280941223823	0.0453657838981389	0.0517332338675409	0.0435152253508349
cg03085377		NA	0.908689327831867	0.931916640044516	0.946209157302147	0.960876592479845	0.961317817351742	0.957601727230477	0.86066882613133	0.94582316490792	0.938134669266865	0.903324226979014	0.778747277649868	0.881837370257623	0.939260825661712	0.909288787608525	0.947750478306675	0.914355292981983	0.939324652219139	0.928527121442183	0.953213330484524	0.94096832623822	0.936790530833466	0.927167694838573	0.943783829285843	0.626041379185373	0.937464127898366	0.859319508871532	0.950149994096097	0.799800126790416	0.931789016722056	0.943773325014229	0.306357055096628	0.892276607713312	0.845359169721781	0.928318990857546	0.910995695850575	0.937768908434815	0.265435488960033	0.918061633825755	0.588285002773384	0.829941522292043	0.89446253372956	0.727020400792812	0.921033424670968	0.698983084323979	0.931962324918566	0.922863726572452	0.866094782389222	0.890686266763219	0.934982913652024	0.939272226185581	0.868785884104086	0.916155628498664	0.719858897029343	0.607798543303715	0.296698678353057	0.916495342346315	0.910454956379494	0.935456184212809	0.949079531945367	0.524224776998333	0.854995359883584	0.905480418124351	0.897894239383769	0.924692909518224	0.935331810218348
cg03086857		BodyBody	0.0486760640588788	0.0325562308783122	0.0405210750709713	0.0245791637266167	0.0347889629158095	0.0229635224509832	0.0359971211755729	0.0367578616116963	0.0253503495548017	0.0327674912692248	0.121392226847151	0.0452960227174687	0.0632483820326611	0.655807416426226	0.0423206168442836	0.156220036658142	0.058767855602892	0.0500293127232226	0.028491739363313	0.0538405680834215	0.0318665115354256	0.0323764536992573	0.0334187815917081	0.0380216948456942	0.0332029150272396	0.0566970806315397	0.0422330908114713	0.0692658654471631	0.124818078193395	0.0483689317379124	0.0288370041433254	0.0434797918607983	0.0878369006406208	0.0269102703836115	0.0521223849451594	0.057425505827239	0.0507406070063913	0.0618237588027633	0.0439878036339043	0.0488091757097259	0.0723020243678793	0.0914284982608884	0.0589483199005431	0.0430137527821951	0.0439569071829693	0.0665402890913217	0.0833789049900796	0.0637043846268987	0.0274464224036768	0.0282538833869364	0.0497915451139545	0.044338499808697	0.136903620584351	0.0761154890016488	0.0525777929665349	0.0555570510500544	0.0574083041945041	0.0299351970506086	0.0513764133572965	0.0284710929680057	0.0546325759644637	0.0506535557570275	0.040569361837884	0.0440310445834458	0.0262424221105963
cg03104936		BodyBody	0.472193127458971	0.150000154768596	0.493779527888483	0.49784149147853	0.354875716933501	0.0596450518657434	0.483944079763871	0.612847124439006	0.129706131133717	0.1867819047956	0.346707544519859	0.463546050829695	0.51270335243357	0.48015284663336	0.491244835913462	0.248040025197577	0.0434730153479482	0.522802569537793	0.471710980530315	0.480088073434138	0.385396757650755	0.492098975196339	0.490588949594313	0.102326821984474	0.466230010146129	0.913317230047012	0.753371337875096	0.64665587069809	0.463928081796514	0.453477016084505	0.435957418321849	0.526962087765401	0.617365084140074	0.437899804937418	0.141533970186879	0.931887123282748	0.56959791670549	0.725095562151495	0.509060824549759	0.475164430787201	0.244819964475649	0.842469053136055	0.132134822684052	0.478262359942746	0.701682925830212	0.824526655427682	0.77646654469514	0.592764634467941	0.523388239969208	0.48097433483172	0.64477532447479	0.67765418251195	0.88895215288622	0.536670281462644	0.635232245368076	0.490849171387264	0.488945371120755	0.52258018785602	0.746830059806044	0.695738028556891	0.432259829835881	0.807378663043246	0.157348726444587	0.617932832146525	0.490742573972406
cg03165700		NA	0.0500867869978601	0.0483282596450477	0.0547403818626645	0.064851870216031	0.0557135113575117	0.0679301331342549	0.0604146756252062	0.05803070036829	0.0575880152477277	0.0489253590722274	0.0586718639086041	0.0525011192629372	0.0550329926115889	0.0358838060389133	0.050555710315313	0.05122054241584	0.0329364705217565	0.041666355108144	0.043216547562995	0.0471751016867731	0.049288433372767	0.047553493113579	0.0731294715367222	0.100324187515614	0.0371019797920046	0.0473535172252598	0.0542852519083983	0.0584389530547739	0.0496229811557664	0.0606139364040984	0.0523505789418867	0.0532326446398002	0.0527802138092116	0.0448353308023998	0.0386170499417588	0.048324141780718	0.0588599420232951	0.0410782096906959	0.0496869621384895	0.0560485992054663	0.0461427850625894	0.0817176826501047	0.0509731626603613	0.0558333682407769	0.0519472239050771	0.0448015266930117	0.0537589334960515	0.0538422313012117	0.0435670465600782	0.0592352522699078	0.0578909258631441	0.0487708681338692	0.0753790496279406	0.0461564571950064	0.0475397760277727	0.0421629970582292	0.0512073746809272	0.0392668954049411	0.0538840004910225	0.0404524949207241	0.0394757001402601	0.0512219529362974	0.0397249348685066	0.0458589216445999	0.0500877745055137
cg03171924		NA	0.161635867022762	0.181834921644556	0.180202182720395	0.185982402241445	0.126563738091315	0.124298041727668	0.296973572888638	0.0934681359870812	0.244933477011922	0.229077443069313	0.357684424941996	0.23314244702889	0.226638925468258	0.493987134034278	0.13705652258468	0.234192693315471	0.332186453292489	0.190839297775723	0.124606630976662	0.165130883109089	0.199522631789971	0.172161525204433	0.102367931115939	0.22035543560789	0.167504529688937	0.291352141803516	0.163695241436369	0.333770461398845	0.16358752588154	0.0734688121140367	0.149906196401871	0.181278775215988	0.327968284652349	0.146939381026838	0.204042183504286	0.151841041593085	0.535130971938777	0.228840159736461	0.26570268018188	0.286863754343626	0.210631961548648	0.52099203190011	0.696552736208292	0.213223208498172	0.170395698286945	0.159625779598113	0.266404216057433	0.261134949596561	0.117132995819118	0.112284087526189	0.258275056043326	0.253746508518216	0.839168530925556	0.389975112887191	0.107521749445321	0.255375991471224	0.57002618802104	0.118052038626754	0.223706691971577	0.152018487263211	0.25079917678575	0.247774942517126	0.252766152345084	0.269966100731644	0.074788482934407
cg03199651		TSS1500	0.205536811821078	0.0453150899601692	0.116906668104054	0.064478956289609	0.0490906408208528	0.142156396761373	0.365309105073505	0.0451950953680015	0.0419140109786219	0.0431925386677687	0.0928604544428411	0.071751959453269	0.105608310439835	0.0754176959391981	0.0696860247015325	0.111891084758442	0.0719769165942172	0.0494813724699423	0.0520780831559223	0.0736105493495376	0.0300094044176247	0.47339135392117	0.48590768657161	0.0284922088999878	0.0522484354315679	0.108328139255059	0.543000237895106	0.119489745813588	0.043647393637798	0.238447784511661	0.220908383021329	0.0376098853727552	0.111144627191241	0.0435621088595976	0.0614543482019928	0.0380171677005504	0.0458435851605352	0.0388381806391196	0.100171293284144	0.0613018651917855	0.0358706323051057	0.0778322721874409	0.404035971051109	0.173940651436749	0.0468902487151789	0.0443748308311832	0.0440695609452392	0.425832208499815	0.573689541998694	0.112226521102393	0.129606459329457	0.057563680063627	0.0634166318099941	0.0895300039634158	0.0414841127549718	0.0760676860093376	0.0894616770051787	0.043476336287986	0.0750922628799799	0.0342504984609335	0.0424243699976783	0.389283747334805	0.0861589726323642	0.086991195285809	0.0516052561640114
cg03256955		BodyBody	0.0289500959771433	0.0309466503747502	0.0207053729696948	0.0235434511751224	0.026892400124125	0.0224571541669409	0.0293406481946263	0.0383873516378894	0.0216483105831945	0.0215156353071132	0.0307823293798517	0.0240172807168243	0.0263675234966753	0.0240938595806723	0.0256458985863145	0.10103525202563	0.0283830959283674	0.0268641638471232	0.0326465379940196	0.0294795454058388	0.0255622359847565	0.0268309350680607	0.0432226984966511	0.0366768463224908	0.02956918861151	0.0407506964668862	0.0287461484137033	0.0342130425762148	0.0262206346592565	0.0262199934007553	0.0561706490544352	0.0319554485871625	0.0254872490854342	0.0361150040466659	0.027538799457946	0.0385589738567543	0.0257107693163362	0.0317671330638988	0.0230825732235304	0.0281480782023425	0.0302053582980391	0.0320445385719492	0.0246843417432837	0.0344966163536101	0.0334075613392274	0.0363414461317697	0.0363865164459014	0.0384034678880256	0.376163511597999	0.0318098637839671	0.0305993685207488	0.0368499834333714	0.0268428030726137	0.0343541919774605	0.0290524206956344	0.026844906907534	0.0287202584740661	0.0290485902382025	0.0297506863088108	0.0263438449058864	0.0245653710399795	0.0287599342592131	0.0452150645757977	0.0274739188504619	0.0292013589875786
cg03271907		1stExon5'UTR	0.948027185603268	0.955048771421481	0.957878259754722	0.80229908108806	0.959167592798303	0.962983494507167	0.930998214257688	0.941446318356551	0.947425818816171	0.952927024604285	0.961084139829023	0.946045336294791	0.961119913798892	0.957100533980434	0.956537450290607	0.949498774724929	0.954044313412358	0.599698087703946	0.971352589312249	0.945567612228617	0.955962287649079	0.953539527701687	0.949993846921407	0.965618794990588	0.952393285395754	0.959242819806102	0.949185054138311	0.954259584036523	0.962759376989478	0.958115592150292	0.954087012716758	0.953145526566716	0.954418995175612	0.940522904705111	0.966247172128226	0.958358471732232	0.950024545749222	0.950861306576703	0.94326759885066	0.938989268559546	0.95062114211964	0.950806349292957	0.934500981546329	0.954409305554693	0.962516103482821	0.95249174828476	0.957875339087521	0.963156717689999	0.957636266078787	0.955942587391483	0.956136437954199	0.953014455433967	0.817166418490841	0.945776466911573	0.955358023744964	0.956397677203646	0.947737833712545	0.95816354170077	0.963495875372083	0.957211579582145	0.95980200388417	0.953655219930651	0.937835468157847	0.953204749305671	0.948930053178064
cg03641225		Body	0.263300099557193	0.217449023904288	0.1985374756429	0.340000425959511	0.52830039935064	0.856093098048879	0.728012271578037	0.908651765866685	0.844313233417113	0.268438054600693	0.494469505902167	0.262265727201194	0.763820255659607	0.751062250862659	0.27483672940479	0.300760944204892	0.305860716317347	0.261974158195408	0.306307248500367	0.260981520266686	0.689392010400927	0.337880653825688	0.227398614763143	0.13588891538884	0.175859229991701	0.30816144418549	0.215312365752022	0.268308289328606	0.201433502461918	0.871705757131449	0.552759995933861	0.41895168367597	0.79107048262343	0.81357037874656	0.223564710802873	0.883103960605916	0.475895634002505	0.707431863155053	0.801166090368205	0.722348042306296	0.773054945625839	0.31022221232236	0.499371982895682	0.398854232057288	0.801275785557644	0.314980107927357	0.611566786667761	0.209724664420969	0.231173491065233	0.146271282029627	0.521228621490115	0.331528620290313	0.315771420671785	0.382798748386596	0.173685844144263	0.217760897011011	0.686380992346298	0.824876039778928	0.333974539359394	0.801826973491748	0.684212779327402	0.571847670044906	0.715011355833957	0.160870032326119	0.169514648044273
cg03794550		BodyBody	0.0720467572751616	0.0854869500676787	0.0714829836422483	0.0758056941256633	0.073433615578056	0.0772326849039517	0.0881152929861669	0.0908025195794806	0.0626153443442687	0.0751963052778724	0.130881805755643	0.0721386988461827	0.0666372451850186	0.084365682618706	0.0881023671270343	0.101229783498463	0.0639058060170197	0.0954703897734279	0.44020534401501	0.0721280891221093	0.0745888831601611	0.0844322161816874	0.0599103200348626	0.0743508002707574	0.0789270973794616	0.105274643275328	0.0812663282834648	0.14004905751955	0.0736706878503196	0.0636790965835993	0.105010698426335	0.0703248887826253	0.0902851060031659	0.0631104064112996	0.0646454731472978	0.0916879318061109	0.0665268493562002	0.079635484679356	0.0619356676099597	0.0799827628597721	0.0664368174431668	0.0997707164890686	0.0747541795903292	0.077020805917855	0.099073043914047	0.0836051100227394	0.0833403850915113	0.0946154466244508	0.0847470929017317	0.0648486447100104	0.110334252739095	0.0891952530147677	0.107551876818998	0.0781164242770236	0.0937844398998592	0.0751338198547419	0.0900677948280615	0.0772408970503114	0.0900477947409456	0.0804228598607805	0.0713871262251948	0.0725758562643686	0.0788360545845548	0.0746271791994069	0.0790295112024402
cg03822011		TSS1500	0.0510249160638425	0.0441584735683666	0.043588817388982	0.0484981431898273	0.0417299123341124	0.0523412562902042	0.0477919400083929	0.0628151077502103	0.0411432171368292	0.0443072508492467	0.0449030288385835	0.048114659101763	0.0388527022365114	0.0379913783172963	0.0530624003596765	0.0785900149389086	0.0481819824454116	0.0513122036017312	0.0453629986773677	0.0517938413414381	0.041327560991427	0.0491800130569746	0.0554780975110832	0.0544250231861467	0.0442001246886052	0.0454924679879202	0.0509443399338672	0.0447431362047041	0.0396040802003641	0.0359924391307769	0.0457898199135865	0.0432302341111269	0.0332296020322243	0.0522343987063412	0.0332385074507211	0.0438759323782933	0.0472416485017212	0.0516497818915408	0.0437460592901469	0.0502860197347906	0.0631767700818136	0.0363892321070415	0.0400923227501189	0.043996114721929	0.0416483337181564	0.0593735037865895	0.0553039904345919	0.05566061822687	0.063759366075427	0.039836341881962	0.042365934022348	0.0534363256339412	0.054660588463125	0.0487764107907427	0.0449866377958498	0.0481862667265826	0.060897223521726	0.0502938551806282	0.047812653799331	0.0514856885278184	0.0449451539141938	0.0405249084381558	0.0478839636330622	0.0587190161338951	0.0596410631354114
