chromosome	start	end	same_chr/new_chr	length_ratio/new_pos	file
chr12	37276549	132349534	False	-0.4101	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	118023890	132349534	False	-8.3444	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24039581	32902841	True	0.4472	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	127794840	132349534	False	-28.3727	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	128633614	132349534	False	-35.0028	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130841484	132349534	False	-87.7130	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	40073195	64197638	False	-1.6615	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	136002819	136173744	False	-801.5972	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	129369766	132349534	False	-43.8973	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	122825406	132349534	False	-13.0468	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	124237329	132349534	False	-15.4916	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24039581	33136797	True	0.4614	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	109494045	146751818	False	-2.9442	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130748229	132349534	False	-82.5466	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	122841795	132349534	False	-13.0710	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	123161208	132349534	False	-13.5602	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	124115142	132349534	False	-15.2469	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	32808679	69310842	False	-0.8991	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130744427	132349534	False	-82.3487	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130748229	132349534	False	-82.5466	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130751277	132349534	False	-82.7059	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130744412	132349534	False	-82.3479	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	121758772	132349534	False	-11.6321	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24165666	33106474	True	0.4520	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr4	5844269	8823992	False	-1.9443	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130523914	132349534	False	-72.2812	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	108423310	142576039	False	-3.1805	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	132254227	132349534	False	-1403.2983	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	124517245	132349534	False	-16.0810	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	86820299	132349534	False	-1.9393	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	127794840	132349534	False	-28.3727	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	124237329	132349534	False	-15.4916	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	121879425	132349534	False	-11.7777	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	36594	132349534	False	-0.0013	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	36594	132349534	False	-0.0013	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	88819758	132349534	False	-2.0743	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	69179022	69781961	False	-115.9142	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130748229	132349534	False	-82.5466	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	122898336	132349534	False	-13.1552	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	145819658	146509391	False	-213.6378	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr4	42223812	59438786	False	-2.4705	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	127032277	132349534	False	-24.1603	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr20	28143576	29433574	True	0.3411	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130748068	132349534	False	-82.5382	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	128073091	132349534	False	-30.2838	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130775778	132349534	False	-84.0091	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr4	32121675	32514210	False	-82.7386	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	132451357	136173651	False	-35.8546	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130359161	132349534	False	-66.2153	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr17	22044859	22883192	True	4.4592	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr4	3700212	8823992	False	-0.7281	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	122825406	132349534	False	-13.0468	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	128771489	132349534	False	-36.3901	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	120893017	146509391	False	-4.7310	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	131930862	132349534	False	-318.6762	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	144940574	147239014	False	-63.7276	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130744181	132349534	False	-82.3359	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	92212007	132349534	False	-2.3342	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	91027951	132349534	False	-2.2386	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	129544112	132349534	False	-46.6875	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr2	4604994	5047970	False	-10.4455	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130744181	132349534	False	-82.3359	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	122644035	132349534	False	-12.7843	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	92212007	132349534	False	-2.3342	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	36594	132349534	False	-0.0013	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	87869231	132349534	False	-2.0086	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24161928	33136797	True	0.4540	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	132254227	132349534	False	-1403.2983	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	119866444	121138480	False	-95.4234	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	122644035	132349534	False	-12.7843	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24039581	33106474	True	0.4596	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	116012010	142592675	False	-4.3720	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr4	55892910	59438786	False	-15.8489	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	121879425	132349534	False	-11.7777	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	131930862	132349534	False	-318.6762	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	123145065	132349534	False	-13.5346	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	36594	132349534	False	-0.0013	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	123187011	132349534	False	-13.6012	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	8041874	132349534	False	-0.0656	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	90714734	132349534	False	-2.2143	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	124122271	132349534	False	-15.2610	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	124248866	132349534	False	-15.5151	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	126595604	132349534	False	-22.2508	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	124248866	132349534	False	-15.5151	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130751426	132349534	False	-82.7137	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	145819658	146509391	False	-213.6378	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	113388728	132349534	False	-6.0601	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	86839942	132349534	False	-1.9406	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	87459093	132349534	False	-1.9812	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	36594	132349534	False	-0.0013	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	90619246	132349534	False	-2.2069	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	23660716	132349534	False	-0.2187	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	90724673	132349534	False	-2.2150	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130748917	132349534	False	-82.5825	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	40145436	132349534	False	-0.4540	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	124235145	132349534	False	-15.4872	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	69457018	132349534	False	-1.1316	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr2	233721171	233725594	True	14.6995	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr7	48195299	61883431	False	4.5474	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	144880865	144940574	True	5.1926	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	146509391	146802876	False	506.1119	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	147751689	150519772	False	55.0031	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	29791250	30288959	False	61.3137	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	143482819	146008678	False	58.4126	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	146751971	148421796	False	89.9227	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	136211086	138363203	False	64.7007	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	221826790	225207998	False	67.1776	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr4	71619801	72369274	False	96.2682	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	64197638	83162465	False	4.4278	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	64197638	68922682	False	14.7370	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr23	34419	2042325	False	-0.0468	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr23	2102228	25312259	False	1.0944	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	146509391	148186273	False	89.4038	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr23	900802	2103778	False	-0.8150	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr23	2103799	2745061	False	4.2645	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	146751818	148472144	False	87.3122	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr23	46637822	49977001	False	-14.0012	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr23	49982244	50294375	False	161.0774	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	143482819	143934978	False	321.1782	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr17	59782864	59810599	True	0.0000	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr17	59833749	61015567	False	53.8028	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	64197638	69140746	False	14.1310	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	143160819	143483220	False	-448.0515	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	147751689	154857455	False	22.0372	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	136090033	136133661	True	0.0000	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	136149968	137173001	False	134.9254	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr2	109538499	113809564	False	26.7130	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	146967023	148583733	False	92.9772	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	29769154	29791127	True	0.0000	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	29791250	30548135	False	40.6608	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	144925278	146751818	False	-80.1843	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	146751971	148310213	False	96.2903	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr2	89460099	97105313	False	12.7847	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr7	141950007	144111472	False	66.8438	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr23	47450026	49977001	False	-18.8228	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr23	49982244	53098475	False	17.0338	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr4	71619801	83674954	False	6.9228	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	143482819	210955773	False	3.1552	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr7	141922664	144111472	False	66.0088	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	68245287	86899310	False	4.7019	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr23	390296	992950	False	-0.7797	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	64197638	138363203	False	1.8775	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	146751971	148472144	False	87.3200	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	146751818	148310449	False	96.2664	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	68245287	68744101	False	139.2388	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	144565550	147832253	False	45.7849	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr23	40734562	49977001	False	-4.4197	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr23	49982244	95833295	False	2.0926	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	147751689	149142442	False	108.4850	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	143482819	143700035	False	667.4862	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	142592675	146034535	False	42.8745	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr23	34419	992950	False	-0.0981	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	17035364	17635880	False	29.5801	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	142576039	143700035	False	128.9939	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr6	170088907	170421133	False	513.4433	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	146509391	147903455	False	107.3386	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	136176515	138363203	False	63.6778	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	146751971	148309791	False	96.3161	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	69320360	111329511	False	2.6730	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	146967023	148365745	False	107.3116	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr4	8824335	24675021	False	1.5814	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	142592675	143736742	False	126.7630	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	146751818	146802876	False	2909.1671	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	136173744	138363203	False	63.5972	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr4	8824335	24819500	False	1.5761	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	64197638	68719233	False	15.3551	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	146751818	148310213	False	96.2808	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	143482819	144936917	False	100.7293	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	147239297	148399613	False	129.3897	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	146967023	147831934	False	172.9257	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	64197638	69118960	False	14.1891	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr23	34419	2103799	False	-0.0454	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr23	2108806	48102117	False	1.0483	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
