Composite Element REF	Hugo_Symbol	Group	TCGA-N5-A4R8-01	TCGA-N5-A4RA-01	TCGA-N5-A4RD-01	TCGA-N5-A4RF-01	TCGA-N5-A4RJ-01	TCGA-N5-A4RM-01	TCGA-N5-A4RN-01	TCGA-N5-A4RO-01	TCGA-N5-A4RS-01	TCGA-N5-A4RT-01	TCGA-N5-A4RU-01	TCGA-N5-A4RV-01	TCGA-N5-A59E-01	TCGA-N5-A59F-01	TCGA-N6-A4V9-01	TCGA-N6-A4VC-01	TCGA-N6-A4VD-01	TCGA-N6-A4VE-01	TCGA-N6-A4VF-01	TCGA-N6-A4VG-01	TCGA-N7-A4Y0-01	TCGA-N7-A4Y5-01	TCGA-N7-A4Y8-01	TCGA-N7-A59B-01	TCGA-N8-A4PI-01	TCGA-N8-A4PL-01	TCGA-N8-A4PM-01	TCGA-N8-A4PN-01	TCGA-NG-A4VU-01	TCGA-NF-A4WU-01	TCGA-NA-A4QW-01	TCGA-N9-A4Q1-01	TCGA-N9-A4PZ-01	TCGA-NF-A4X2-01	TCGA-NF-A4WX-01	TCGA-NG-A4VW-01	TCGA-QN-A5NN-01	TCGA-N9-A4Q7-01	TCGA-N9-A4Q3-01	TCGA-ND-A4WF-01	TCGA-ND-A4WC-01	TCGA-ND-A4W6-01	TCGA-NA-A4QV-01	TCGA-NA-A4QX-01	TCGA-N8-A4PP-01	TCGA-NA-A4R1-01	TCGA-ND-A4WA-01	TCGA-NA-A5I1-01	TCGA-N8-A4PO-01	TCGA-N8-A56S-01	TCGA-NA-A4QY-01	TCGA-NF-A5CP-01	TCGA-QM-A5NM-01	TCGA-N9-A4Q8-01	TCGA-N8-A4PQ-01	TCGA-N9-A4Q4-01	TCGA-NA-A4R0-01
cg07331725		5'UTR1stExon	0.866338312763294	0.903388288721475	0.836095580980794	0.624265691801087	0.84789116592792	0.855274378067328	0.46353185579422	0.865338901631952	0.873383168431456	0.870349967646847	0.851380508669909	0.860108033038862	0.880403509824209	0.684653259337058	0.924472145506138	0.829259825025215	0.557988958520217	0.827857236908525	0.658198078200249	0.890026111035352	0.563767315377002	0.816782206505845	0.932642735615269	0.668076281183562	0.67456802845649	0.915404317711806	0.876998222235372	0.923030277252343	0.894662513614198	0.904064775931668	0.914424784597359	0.870911667795548	0.906809217395054	0.415718539735307	0.883828620778891	0.902902727348044	0.825745997059483	0.912211899702491	0.889405217293034	0.852285109158263	0.882539379864365	0.913216078937227	0.839412261717699	0.924201091359595	0.871881326042843	0.791890968497705	0.896583629974762	0.898277738028491	0.872016825576954	0.852417795535038	0.841297709383264	0.854108597945358	0.862340859911036	0.805845104274016	0.834508708613581	0.833544644797699	0.869047557478101
cg07426960		BodyTSS15005'UTRTSS1500	0.442746696263645	0.737766669295169	0.491134858705946	0.695728179400504	0.673703470041612	0.316580196781218	0.616401681599279	0.566832978621981	0.142813706910611	0.375089092685761	0.495391122891589	0.12838638319758	0.41775408196682	0.610238382073116	0.159398802715772	0.190595595442619	0.345525486621101	0.458967651333663	0.319694168849485	0.667729133817972	0.520669505271784	0.69908828909879	0.698061090815968	0.583233619210215	0.572077966327266	0.410121137118074	0.28738814231562	0.663451026679438	0.650236827934426	0.370806713858376	0.588410095784319	0.741843695647563	0.44259063082458	0.549490006575868	0.431096962338122	0.449556389524159	0.544420091304031	0.594661984214317	0.146255744381587	0.495739342561075	0.338882105312511	0.563849979862055	0.446326019670884	0.555629889149912	0.649273200628961	0.636952710635485	0.567144572653288	0.246352434844055	0.61480927082439	0.429719257029857	0.361674855663254	0.585001964566141	0.552721745590037	0.172932906116185	0.600492186499193	0.660046368033229	0.435685872903024
cg07453748		5'UTR5'UTR5'UTR	0.938284372321102	0.920356830412163	0.920695930284472	0.818121200149091	0.931048266760843	0.933668417779336	0.941832610238277	0.91586334170579	0.923204894824752	0.915213162145649	0.944397461583161	0.939868687073434	0.927749174675655	0.938499248238799	0.919454066471084	0.910565696961876	0.932590865045819	0.929197362138077	0.909673000139894	0.93875114389045	0.928807082643555	0.934206733576927	0.936525621503189	0.939216134108435	0.928605754949348	0.94121788902738	0.931397980386178	0.944126896611883	0.938503953652198	0.939932637555263	0.929777187646394	0.94116438048301	0.936793983655332	0.897069170392324	0.928460849103189	0.932575848982017	0.936929123661541	0.925057428415272	0.929356607092034	0.935324812163985	0.933304478823952	0.947721487435573	0.921452536954941	0.939480042319826	0.937366048729998	0.917899313831688	0.937848712457055	0.940553889061259	0.918845825132353	0.920561608351849	0.937771500114293	0.935421334992109	0.946347404103018	0.941057557915681	0.927680023439719	0.935088831875411	0.933664248331954
cg07512517		TSS200	0.694279928648367	0.804921510387831	0.378751172733342	0.274715064216433	0.559008362853199	0.543019449930312	0.544763644551058	0.345809294783711	0.577863975509038	0.567799971365837	0.367987702203305	0.228056382885138	0.536522556407632	0.234613012065732	0.589308475291605	0.389298526542753	0.487883273591769	0.735532116121427	0.486003239493421	0.620282484739583	0.488483269364694	0.804721124075896	0.677693273393485	0.368538404891929	0.20945412346179	0.744550804338267	0.324539696091421	0.767098268060299	0.605541190254433	0.706801123302614	0.631643381459973	0.695889921146998	0.489959045884076	0.592623427873982	0.568231607567973	0.424750726477274	0.421241962228903	0.633531493225256	0.769199287489718	0.178763795716774	0.372805309377659	0.574948783005103	0.684657499386785	0.802191899225787	0.482861338155583	0.63850675350634	0.817747255078169	0.744974329816736	0.765157153577718	0.701138633669425	0.624384572699818	0.611534319088547	0.703692923385218	0.714659665559656	0.532694638882139	0.701325486964377	0.483614601550492
cg07638938		TSS200	0.457338570544637	0.500074213324655	0.424089135528612	0.524068438591901	0.431639103112668	0.623796264963383	0.599790359142844	0.636290679298192	0.610392327289028	0.63796016857132	0.449196686463359	0.508977279171128	0.399581885394027	0.359145845673345	0.441431069654316	0.426465262766331	0.422057605262246	0.238990850483462	0.487686573694707	0.592112888294697	0.572310627432513	0.425034424398372	0.482334911184295	0.447589185575471	0.817007353890267	0.548614764997073	0.285140652382308	0.481404836758727	0.619536661019549	0.572508822750686	0.54902023796607	0.473713319587035	0.665121154758185	0.65651659077328	0.396108363660935	0.493774684920364	0.422917514304174	0.459514190796337	0.654658855915373	0.472177758466625	0.456727515045665	0.459467856739702	0.441262558310493	0.474110334073257	0.440273370394819	0.474063898037791	0.296817718563199	0.481897296662525	0.556263855863498	0.505998149747905	0.433922816297186	0.595420762323582	0.514835552244296	0.745816982447111	0.605374029358435	0.431674646727235	0.53884735997583
cg07694025		TSS1500	0.0581948553080445	0.433092131588356	0.0859022284057162	0.674494394323287	0.0433881055007311	0.0927418956049045	0.0429738075193069	0.523021230977414	0.060732103107154	0.052118137195098	0.0445495226286429	0.0629377064198565	0.230333101617026	0.205201819893054	0.554364349934724	0.399102273526523	0.694706159550983	0.190418673397385	0.299648161458892	0.318322506072511	0.0435495406839864	0.407499960946437	0.0660526226820603	0.317851347562986	0.703450967091621	0.34250256016206	0.499597822451087	0.195047714994272	0.471524287921659	0.547090026981803	0.677714043665398	0.298636883003396	0.50769727851037	0.0656258461530235	0.293675041952503	0.375484593686819	0.0980234834193649	0.360236740427857	0.248920247020257	0.0602939319527602	0.540962054368434	0.192100969114778	0.160641674957226	0.0643793245283786	0.130136921643155	0.0700465078845551	0.166211337926834	0.626650934430017	0.0788554321340472	0.190340135479668	0.0717702459985352	0.0760173330384127	0.0804830008716634	0.50131236544884	0.320855608371013	0.261195484826985	0.238534517904228
cg07696033		TSS200	0.0521911387204113	0.163357357496657	0.520084225424494	0.0626694501072316	0.0341471886547726	0.198786971920897	0.0296398069228268	0.808504177790254	0.0229821751750639	0.0290195689963726	0.388820395012081	0.032253713607913	0.298081768349234	0.0414050471290376	0.813389156330086	0.4820828236816	0.141740723859602	0.304659721363061	0.0257803067617381	0.114018081531595	0.0254631994493845	0.637901175547834	0.0381902647128416	0.192973043503805	0.283624526244607	0.0437867523086228	0.033646376093511	0.15462096421884	0.728634696044967	0.0298858046656447	0.781620075526609	0.685633378768003	0.179728070232394	0.0392871701637798	0.0230619144651034	0.0692796996632669	0.0839564860105162	0.262663243339313	0.0279718526926585	0.0382706676694497	0.3122770767104	0.145382271716947	0.613635566272089	0.123580877305266	0.314441341877123	0.882115800273125	0.0252218894308902	0.587307465457713	0.265802439573119	0.587334253651985	0.0733269965114625	0.0282030137689158	0.037081322504227	0.836793060187219	0.385737856964322	0.849130047481954	0.0355889553691582
cg07780118		BodyBody	0.383882971766319	0.113079868751697	0.0939393092514946	0.450404389456602	0.0664275101743069	0.0730546977150257	0.0809350781864349	0.119343460669685	0.483914793959295	0.0588811889820338	0.387055605817151	0.418779569990158	0.0497961530445701	0.205144556024944	0.086412263270067	0.32396575990962	0.117437578779775	0.503211785869472	0.267532494437025	0.0819887078626038	0.387954306419116	0.48719274603576	0.0861185723761757	0.483235201410834	0.0570980683580521	0.0435150059933794	0.0731255037634969	0.14185403541408	0.0649502013349966	0.46047871431725	0.117865043620373	0.178276455047741	0.344515982518655	0.0800861288265065	0.0574055750852078	0.317855109049635	0.063836270545847	0.339381309375874	0.301994104579829	0.227001460749812	0.459601938601764	0.235821749661493	0.0795990834501076	0.531658629286939	0.187931214468774	0.500111084035513	0.544509276817121	0.343202968693952	0.508919639599074	0.41942408471359	0.121926597343433	0.308741591057498	0.333844112633619	0.0846706182000129	0.160613895923127	0.0583875684559385	0.349761627500746
cg07873128		BodyBody	0.932971206927149	0.946565783880029	0.908876429111368	0.939613855241411	0.939031466236888	0.902117868154888	0.889680829873607	0.920616700020972	0.919757076322758	0.881333593757628	0.922399474438503	0.921544347727688	0.893257524139757	0.953597992479345	0.922062487378054	0.920947655895821	0.901505750348299	0.9208062029389	0.927049731067132	0.92077844337847	0.868851060746547	0.923950021375018	0.944207010371615	0.936356939992163	0.905539466163237	0.946428308516745	0.942962349446942	0.933477168250948	0.92952695970334	0.900001223265282	0.918624370683761	0.935904588342489	0.952140310364717	0.952187596255314	0.91821793066461	0.929535748065622	0.929209552133614	0.904004294953936	0.908311440716555	0.928312678211185	0.90298759443694	0.873826088567267	0.933489439179732	0.926660240002926	0.936214328629451	0.928237561108368	0.939393131262345	0.919597303663274	0.910990135653123	0.926044329592912	0.919496476595618	0.92351996763674	0.908206572545137	0.912388346269093	0.917790930231227	0.904251822736024	0.930321214531285
cg08007665		NA	0.868782427535336	0.915929263675793	0.787019651396752	0.863181313183058	0.906398487631192	0.912542429660296	0.87555511511055	0.878449731233012	0.902867575218292	0.599404406399285	0.889911887390376	0.91954413753731	0.863437603356721	0.911873178400526	0.911133394786892	0.914083032017107	0.883625356101829	0.888136585820126	0.855298035705422	0.914953386096223	0.844520678397371	0.937029294048921	0.904416112527562	0.914198930339181	0.904443868619244	0.884345819087336	0.878973550402814	0.874126670625237	0.891928957372588	0.942783726042263	0.900117708807557	0.886175444164756	0.918721029217253	0.742914949627821	0.881972190220724	0.915023078322781	0.875558235752187	0.654419691806262	0.897035607786284	0.880757732170942	0.918685494516264	0.87201308952264	0.905156956770625	0.890562738278458	0.904387768610662	0.899676932963241	0.888290732218141	0.931434086529442	0.92065417946749	0.915008964576636	0.87248989748423	0.880018541676326	0.921855160265329	0.896353840947326	0.854768764321897	0.86470523142316	0.831942984581076
cg08069899		BodyBodyBody	0.068718322287189	0.0664325389021683	0.0489597161343231	0.0738971265248174	0.0440960798322119	0.0528003733876678	0.0537322697131632	0.0661529442626158	0.0595193340048785	0.0458141334115936	0.0510632110289567	0.0787116997284994	0.0710546826755896	0.0510487247062978	0.0678278287473845	0.0641257441632021	0.0422650306378719	0.0553219738857453	0.0535400023578138	0.0579507085827246	0.0513303109609997	0.0531670786878764	0.0817873440180435	0.0973449223574875	0.0609554668859171	0.0620484904023069	0.047301278163032	0.0489522102175091	0.0509480973938278	0.0664160003368757	0.0418714786288355	0.0562784556699473	0.0544476936163185	0.0760769962989011	0.0657548732344555	0.247111744528732	0.0521742947893377	0.0669308925149461	0.073416190072424	0.0708548492588814	0.367002817700272	0.054697961108027	0.0460436979228087	0.0555540436597513	0.0509792380336885	0.0450876705028669	0.0479132368605723	0.04604221142875	0.0858372790483181	0.0474194156763222	0.0459335626688083	0.0786644288256375	0.0616254775993673	0.0824229847934234	0.0582900644855128	0.065907254053909	0.0606191636643361
cg08097657		5'UTR	0.700746125922746	0.776275158401224	0.753040021588893	0.822309909028466	0.797413678435453	0.861213083539512	0.924083344856805	0.827816838479537	0.836569601084669	0.82067341891671	0.828047834056644	0.873104215635813	0.818422705745523	0.770765715981568	0.893121274962824	0.735606458733523	0.700188766106811	0.892489674227662	0.639019909563417	0.770977102175853	0.756756040740687	0.874172280226419	0.87395468828212	0.888738411163042	0.800455805500297	0.843815472113308	0.825182212267799	0.889159543490082	0.871905323335146	0.597882911457587	0.814611087409064	0.867287658613107	0.909783702507705	0.853971735382988	0.854807859723624	0.456380116999005	0.749262328248609	0.563777872958512	0.825046747089161	0.811565492690241	0.703190929528896	0.646783352225598	0.841104030232769	0.782038655264653	0.735120640918419	0.913501769097761	0.881377088252231	0.761661781258347	0.932549576935052	0.4524146148003	0.686167592121854	0.676563791461324	0.86761808855805	0.902508206120653	0.721155429184312	0.824113601281352	0.621270949456994
cg08179530		Body	0.0135592839436704	0.0128119111904958	0.0201800504274448	0.0138866014338683	0.0148391498679329	0.0131086377892036	0.0145447328382884	0.0144938597006585	0.0120041045151207	0.0192695964483993	0.0171782111387463	0.0141472863363472	0.0208224088148456	0.0208581459331469	0.0152213066063044	0.0245376536563261	0.0186702253170405	0.0174324273570025	0.0131106433786838	0.0113510111822258	0.0141615754761533	0.0117068758197792	0.0132528417358516	0.0220100508435806	0.02039048556064	0.0121425664600491	0.0243803564466329	0.0133588428461837	0.0110127857048122	0.0217489501409879	0.0189255093700539	0.0183708262286919	0.0161608651518707	0.0159384804837304	0.0116259960368933	0.0142064144224211	0.0138323422379329	0.0215642958673708	0.0130275492213812	0.0126975955062496	0.0258901104954916	0.0165746556108871	0.0179094473778258	0.012882271263327	0.0127848243396309	0.0188764336881678	0.0177389371233953	0.0128160606393665	0.0200772960971549	0.0149621530825114	0.0146325679645945	0.0241800257033136	0.0130090055856677	0.012984325814647	0.0194453384838946	0.0229971902555555	0.0118408493253642
cg08223235		NA	0.589020693189326	0.605884017029412	0.713701851589188	0.892342482554459	0.800000137778045	0.920662762954204	0.866169460849675	0.807884749450588	0.910373336950794	0.280157121542468	0.560412704071614	0.931557003006533	0.403205972035539	0.768162013470691	0.911356839526566	0.870432968839033	0.589083820128611	0.763042096994864	0.785425854210342	0.920520477297684	0.294716634610129	0.898652731196776	0.0973153759904421	0.934745055549257	0.804807928414495	0.924078855070797	0.783188615470955	0.83710140842928	0.852074737608488	0.658082381293206	0.840684707704405	0.899117006757143	0.731973753125609	0.726407547065979	0.926818308049708	0.281235401903019	0.764420333435322	0.833751572397639	0.910469619447459	0.633250819017437	0.912055774803023	0.641590800235511	0.909084258501729	0.908792280738446	0.513668792165469	0.517265936198356	0.931247196423406	0.852301220504484	0.944822110455049	0.866330052490418	0.8100406508963	0.735433031021531	0.901330901026548	0.834004218900096	0.847179959816386	0.67618633744253	0.827185185640353
cg08261094		TSS1500	0.0748443301338729	0.0500241809773166	0.0563086693392164	0.0742544996149823	0.0490848641641922	0.0604320881982667	0.0641279470233373	0.0635728571172103	0.0583619987602476	0.0575327397124999	0.0618346004687753	0.0510902773472878	0.0625743191317212	0.0985333428625447	0.0771119465844113	0.0476332236209344	0.0686631257616633	0.0497070079426641	0.0653179688877792	0.0750760802127632	0.0575598754762067	0.0476760217566678	0.0697899481900855	0.084546961962687	0.057509638072207	0.0742788482301791	0.0697116705984601	0.0537079181711292	0.0762873813690213	0.0588998777891519	0.05431491953584	0.107619371856845	0.0649846982995665	0.0690215966042548	0.0550868676695406	0.0451329554656391	0.0614217737806439	0.106270969626238	0.0489569980487994	0.0586621620259835	0.0556742204849148	0.0751998747301494	0.0659294874585602	0.0646014336983314	0.071266324842542	0.0796370178712169	0.0539381829958808	0.0540398013539721	0.0633394274368375	0.0635792628439645	0.0762935062371934	0.0718004950791143	0.0662702418986191	0.0522354519465155	0.075942252793549	0.0616871063858289	0.115983675129506
cg08303146		3'UTR3'UTR	0.0150932621441792	0.017890571121236	0.0181897007423623	0.0153732309636688	0.0173788840040253	0.0163568024837183	0.0246187017224983	0.0166813188968248	0.0154972374602272	0.0167424378103525	0.0150942347390623	0.0168930957215965	0.0147086458641201	0.016816590875293	0.0224021721460283	0.0186319309925819	0.0154618094058129	0.0144667510325374	0.0169200567275763	0.0147571993780072	0.0175470550292356	0.0182182182983715	0.0155910478814679	0.0146469458812385	0.0152710003338287	0.015684054341134	0.0213680154228465	0.0127234699555527	0.016855413486175	0.015394675325313	0.0210497872502203	0.0442434094568582	0.0188084102423968	0.0157865393314738	0.0156130062506985	0.0201570675175576	0.0188322090239386	0.0150116148053113	0.0147655930976138	0.0157553001244426	0.0183807681377019	0.0177474448058179	0.0151275006982673	0.016852801624096	0.0155298557633915	0.0650283695500507	0.0188451846408498	0.0201760669519744	0.0151754488454749	0.0153597511451591	0.0154163623028496	0.0202080513564711	0.0213151342922442	0.016503164222206	0.0141812364202227	0.0161839149521519	0.0159324527517825
cg08390209		TSS1500	0.828736766623945	0.50514391299064	0.773171177564649	0.771150668030796	0.794886590740745	0.840757929685332	0.937070728960455	0.803709661555891	0.832163264427551	0.872587503897033	0.823338577523957	0.883669753771867	0.709549552822264	0.66334503478173	0.672254334139551	0.711600434101752	0.138971319783589	0.915310390623229	0.658610260736635	0.795225623649052	0.0672375786756347	0.891514809959144	0.889653241070818	0.94345480175492	0.79669486969299	0.906726845468143	0.901515570817458	0.942185717882208	0.885067202155905	0.605605965784278	0.854142518408573	0.902703915724973	0.89157671209952	0.874571481949385	0.937650436387271	0.284852658139201	0.703782400669743	0.548703085503843	0.827472960759675	0.0432233919778291	0.73648988752342	0.555849770305459	0.614734961699279	0.838990593688333	0.532659554494331	0.812895811196638	0.916717259953666	0.8668500343169	0.930429291085504	0.853036229180609	0.738356922190781	0.340651141438715	0.905236696165939	0.890368463346873	0.779648134578145	0.890778156589729	0.598827534330831
cg08554462		NA	0.0342931346069917	0.0396173105179264	0.0329837950096579	0.10105942734009	0.0303036442271277	0.0538111850025814	0.0333896908994883	0.0364026268092896	0.0468728622364492	0.0376318913016813	0.0329384407878277	0.042767086819602	0.0385268678051212	0.0349732901759533	0.0327021257082488	0.0245098974880555	0.0340147736255231	0.0351697553715923	0.0412577405733877	0.0286182752130775	0.0426558739000484	0.0361212372701065	0.0517757610287995	0.0309298621934335	0.0511032837929233	0.0336206528012849	0.0415818969280037	0.0255971934063599	0.0510099166400107	0.0323465125837093	0.0287855319474744	0.0433341581257221	0.0452601835117766	0.0449866485636894	0.0445906477301031	0.0357935607516963	0.0373281202781621	0.034405066845222	0.0392717989252502	0.0425628395940005	0.0543430167205653	0.0674409060198267	0.0379325728969855	0.03715355427743	0.0529748734019806	0.0433498792294912	0.0765751168396472	0.152134278611931	0.0423049297280666	0.0350012869693743	0.0347243694193036	0.0273697799653024	0.0346984636946464	0.0276205927984552	0.0381721862675025	0.0285815620473623	0.0493731973963198
cg08578305		NA	0.0123818598781593	0.0130218083673092	0.0126387443403852	0.013121648613811	0.0134473421813597	0.0146497802963385	0.0134617099766959	0.0124211564859595	0.0123246230216909	0.0127752048950231	0.0122747020117678	0.0161447236380423	0.011381288705605	0.015662878933225	0.011194590320262	0.0127684543729486	0.0148466622324811	0.00951445666595519	0.0129247115707723	0.0115146348776509	0.0163552798871315	0.0107060960867527	0.010493575896703	0.0125878270932115	0.0150804506315282	0.0112259468081744	0.0141714516722558	0.0131639112524962	0.0128185442860619	0.0100698495470619	0.0156283975726617	0.011681269917269	0.013231463507971	0.0115922729770763	0.011388368124448	0.0147095299149798	0.0132744493479512	0.0133953327483482	0.0105047220328184	0.0104156761129237	0.0154749693914875	0.0147094046305963	0.0142394258698364	0.012319532993732	0.0115168505712621	0.0137222539014926	0.0140255836349489	0.0116973735547488	0.0114872545667452	0.0134047900655911	0.0130826753966032	0.0128101101772688	0.0136286902760377	0.00979648517114987	0.0146081896848281	0.0123553292324518	0.0109532231234571
cg08606356		5'UTRTSS1500TSS1500TSS1500	0.043717098494077	0.0311058667483264	0.0354301482416467	0.0456263317027719	0.029213933784407	0.0382373208680689	0.0309021042859248	0.0367575149081388	0.025261671086785	0.0265549466369549	0.0398167767412636	0.0295470477680172	0.0363127249596649	0.0582151895509992	0.0420704442633419	0.0235848401591033	0.0331229171652792	0.0316190397720509	0.0299406952770413	0.0418565870283247	0.0328341365890431	0.0317892736250842	0.0503847031041642	0.0396567781612511	0.0331103438171518	0.0320476148298079	0.0471483198991878	0.0350007312312451	0.033945424087049	0.0380868651220874	0.0332279772112933	0.0338739667132933	0.0350479112460476	0.0365380985997349	0.0313747907586067	0.037169841592785	0.032465463922661	0.0400681741281884	0.0341475182229735	0.0314628739806804	0.0363768168663841	0.0479606377688919	0.0333433453735085	0.0350351371715909	0.0373587866762934	0.0428413123021423	0.0302188321911752	0.0268119855781686	0.0267160692588476	0.0254951101002729	0.0312130883677086	0.035171462121539	0.0369859640323394	0.0391502600658881	0.0375173857075209	0.033723259563864	0.0369396869030601
cg08617916		TSS1500TSS1500TSS1500Body	0.0512427373877541	0.0398756020393765	0.0380504503360141	0.0518326493258176	0.0441033954039396	0.0427529194465813	0.040902729710371	0.0510559244964074	0.0371775921419504	0.0342202619521541	0.0426969213218614	0.0429048662198636	0.0568088158087047	0.0493897812626548	0.0458423492612009	0.0368194175804276	0.0358719552363638	0.0466963004563126	0.0475395260190278	0.0449823966996916	0.0457291112754046	0.0340100404025796	0.0606896898014453	0.0613066632317375	0.0426079648455442	0.0486348811922022	0.0545763313779155	0.0438347416078603	0.284258084297449	0.0546275044632917	0.0365487990909543	0.0490866531159343	0.0449411133024787	0.0606710131422624	0.0317929669812341	0.0430707898564158	0.0367971310480751	0.0429834385582388	0.0476244301573792	0.0461050135951616	0.0346694286897302	0.045273769321747	0.0404366716023162	0.0512765787549856	0.0412638570394735	0.0460724998401082	0.0334758083334786	0.0329158973389242	0.0533472049368244	0.0426016067665257	0.0373401815284176	0.0396334049472849	0.0431035637965741	0.0467028065545595	0.0413952684703633	0.0416031477245482	0.055815296075401
cg08835688		NA	0.0769066159206855	0.112967393088309	0.466960030508733	0.523357127943825	0.536595508178199	0.397646567747172	0.453023790587571	0.574933080821367	0.874552204689539	0.386245373850563	0.45611164841458	0.374430233798233	0.474797433850405	0.336748090578852	0.459602574514412	0.166477606132093	0.278161929683054	0.378504021926208	0.663439845839639	0.538927279247261	0.398129823707597	0.335451350968443	0.463605658127528	0.58794889082071	0.47038794487721	0.582273611306354	0.0913278604902296	0.426251932905134	0.397230299360408	0.425544579662113	0.116842340548277	0.89980399226404	0.26254177144342	0.380038313662366	0.490416108868255	0.423699124570462	0.180241295410465	0.430535786097789	0.552185101801503	0.443663892785447	0.485730093140234	0.359568765258388	0.447001089846369	0.149563308343589	0.266061973153695	0.506991500886101	0.425726293109201	0.470384217252327	0.0772304020453261	0.464882647994258	0.49174644606505	0.282200865467144	0.533051462684465	0.316861861671843	0.470379178452483	0.500744517117609	0.397251111637558
cg08859916		NA	0.0463194525284873	0.0441736509115862	0.056802436636047	0.265280789709911	0.027040993279425	0.0417148032741024	0.0317964549463909	0.0507203923464664	0.0301720819149451	0.043076297512208	0.0337069903742936	0.0341925903372982	0.0402233805733792	0.029108714535402	0.0395782913335998	0.0362182240084683	0.0304073894489305	0.0488674660008405	0.0419134251454734	0.0398742358300359	0.039616937045363	0.028077588900776	0.0558053125755217	0.0592263935041273	0.0322744888292867	0.0381140467081956	0.15438224666514	0.031431291128941	0.0356500252348492	0.0319154030558354	0.0317051099977826	0.0323304989987521	0.0398405735865021	0.0467768101769744	0.0418429299090872	0.0302164469854048	0.0318899555387721	0.165719796078589	0.0279898376241921	0.0359026322800744	0.220246746761273	0.0455192250490141	0.0424950208986476	0.0353146296257878	0.0438895919722146	0.0317799429006739	0.0288522372233785	0.0378837042826158	0.0317195373489763	0.0349608105409896	0.0396343412475443	0.0373061489843621	0.0290899447014164	0.042617523388162	0.0377208063033189	0.0465328996041513	0.0467994636982258
cg08878323		1stExon	0.0628993958636856	0.110362521988233	0.0837629587616713	0.0603397098753952	0.0393972522844128	0.186807863146758	0.0358246857458279	0.364361022834592	0.0522788435681057	0.0269477615450071	0.0374036974108069	0.0497973401916328	0.0404171365117604	0.0590981778528731	0.0351015103162259	0.538164294297138	0.0295787736012726	0.0305531436752513	0.044204038462331	0.181263369290194	0.0359497751362288	0.114403297791274	0.040702006611182	0.0253188344752542	0.0429629249729219	0.202286150139368	0.0375141247345617	0.0629118821772833	0.270543845390009	0.0525707108106405	0.101822273062133	0.655623266531547	0.0319686157399301	0.0327232353860592	0.0296675646406174	0.0528830055204944	0.0455211289052951	0.0818578861808665	0.0512025738275345	0.45627464776856	0.767395768934661	0.0988026504115038	0.0325569027605082	0.036317580637386	0.0745617271455672	0.0308706018854828	0.0468181308220076	0.159147932793311	0.0275624118117672	0.267139009256143	0.0469870577671901	0.0417105049764774	0.0357715664380479	0.0357598830921966	0.0695653198582846	0.332670920627263	0.0639212619091789
cg08914623		Body	0.0759395844574272	0.0818216637168795	0.495292919645621	0.0229971712943477	0.0988785990839755	0.0162843922429643	0.0150844684260212	0.71796246367062	0.0135924475973583	0.0119539897544911	0.516369129705351	0.0130230026189598	0.496831374539177	0.117331019315259	0.857411723817673	0.609022460844584	0.395762334392742	0.295075732805799	0.073182437861285	0.675235769007028	0.013671141099009	0.12661370380073	0.0187109504641009	0.538419961411604	0.0120855343004054	0.036856066080356	0.0156630410540586	0.0238153407416098	0.429821609539936	0.289858064709282	0.648980614429322	0.679373233834208	0.017825060329298	0.0151098585799766	0.015524366217898	0.0144875939018371	0.0135353646200143	0.02543003371429	0.491838657697986	0.0136859549372383	0.495079166480208	0.302106721819827	0.6915604136349	0.0273860717159317	0.145977287347207	0.795154083065089	0.0276216865004623	0.675188282569898	0.0550372791510096	0.175246233878793	0.411567072199611	0.244087257817312	0.0153446012255222	0.41979719136406	0.343650835523665	0.414728821007298	0.163181813293096
cg08993172		NA	0.179651187544739	0.167820477473142	0.794498250636675	0.170701017418635	0.140768456722701	0.0725323098036261	0.0613331801057581	0.782608305748851	0.0466694958603161	0.0792255712447091	0.702036005538138	0.115109546603946	0.588884171947904	0.132881408366382	0.932577092186401	0.810225966880145	0.491693018215749	0.363126075550511	0.128900027145157	0.868383934240541	0.0519480259381266	0.236304512905791	0.0919356164803297	0.23345759039418	0.0686215348629675	0.114243509280978	0.0777980798640634	0.110183274285171	0.618469735655884	0.103771748217813	0.82881729956861	0.852346981136364	0.127842895428349	0.0642962360305113	0.0844813549202908	0.0488507639755913	0.0791604025805779	0.102267295596023	0.463416367292815	0.0955377481211261	0.773456634289986	0.428802469619932	0.638902076967716	0.221341549022248	0.302104637685891	0.93122441435757	0.0788074785468656	0.834599661166364	0.10867447724366	0.260960532005427	0.394661813842387	0.247319705766438	0.0675366330860251	0.427068565774353	0.58527811251871	0.671227798525823	0.156194437180669
