Hugo_Symbol	TP_2061	SC_9091	SC_9086	MO_1339	MO_1337	MO_1336	SC_9031	SC_9081	SC_9080	MO_1316	TP_2054	SC_9073	SC_9072	SC_9071	SC_9068	MO_1277	MO_1202	SC_9063	SC_9062	SC_9061	MO_1262	MO_1249	MO_1244	MO_1241	SC_9060	SC_9059	SC_9058	SC_9057	MO_1232	MO_1221	MO_1219	MO_1215	SC_9055	SC_9038	SC_9050	MO_1192	MO_1176	SC_9054	SC_9049	SC_9048	SC_9047	SC_9046	MO_1184	MO_1179	SC_9043	SC_9018	SC_9037	SC_9036	SC_9034	SC_9032	TP_2034	MO_1161	SC_9030	TP_2032	SC_9029	SC_9028	SC_9026	TP_2020	SC_9023	SC_9022	SC_9019	SC_9017	SC_9016	MO_1124	MO_1128	MO_1118	MO_1114	SC_9012	SC_9007	TP_2009	TP_2010	SC_9010	SC_9009	SC_9008	TP_2001	MO_1095	SC_9001	MO_1094	MO_1084	MO_1071	MO_1054	MO_1040	MO_1020	MO_1014	MO_1013	TP_2060	SC_9083	TP_2064	SC_9097	SC_9093	SC_9092	SC_9099	SC_9094	6115251	6115247	6115242	6115219	6115122	6115114	1115202	6115117	6115115	1115161	1115183	6115237	6115233	6115118	6115123	1115153	6115121	1115156	1115154	6115227	6115234	6115224	1115244	1115157	6115250
SNORA1	0	0	0	0	0	0	0	0	0	0	1404.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1694.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.11E-05	0	0	0	0	0	0	0	6.27447	0	0	0	0	0	5.30E-11	0	0	5.08922	0	2.84699	0	0	0	0	0
SNORA11	45805.2	0	0	0	0	0	0	0	0	6570.26	16175.2	0	0	31719.5	0	0	0	4236.99	1062.84	0	0	855.508	1114.87	0	0	2186.48	0	0	2534.12	0	0	0	12455.5	0	1756.8	0	0	13339.9	0	2118.93	2038.21	1337.32	0	1608.76	21454.2	3795.58	0	1532.67	0	0	2227.53	1114.88	1893.04	1103.01	2054.08	5325.75	7406.35	21738.9	2523.23	3660.2	5935.7	1260.09	0	0	755.455	1227.98	3836.19	1744.05	0	0	1142.66	3582.21	12927.6	1042.03	11753.7	7766.05	3146.2	3031.4	43.6909	1575.4	155.551	0	317.366	0	0	0	16086.8	0	2198.01	8046.85	0	14216.7	2203.82	0	33.7656	0	29.5513	0	0	0	0	44.0387	0	14.2039	9.92571	35.6382	0	52.0546	0	0	0	23.3356	0	0	24.7898	0	0	0
SNORA11	2410.8	0	0	0	0	0	0	0	0	0	0	1889.06	0	0	0	0	1203.18	0	0	1333.11	0	0	3344.6	0	0	0	841.666	0	0	0	2448.99	0	0	0	0	0	0	0	0	0	4076.41	0	0	0	0	2530.39	0	0	0	1179.51	3341.3	1114.88	5679.11	0	0	3550.5	0	0	0	0	0	0	0	0	0	1227.98	0	0	0	0	0	0	0	5210.16	0	1553.21	0	0	0	0	0	0	0	0	0	0	0	0	2198.01	0	0	0	0	65.8799	67.5312	25.4912	14.7756	0	0	0	0	44.0387	0	14.2039	9.92571	106.915	20.1944	0	0	0	0	0	48.5997	23.0251	37.1846	38.0693	13.8356	33.8809
SNORA11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960.807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23E-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232.126	0	0	206.554	0	541.574	710.332	855.817	0	212.215	0	0	0	0	0	0	0	534.477	0	0	0	0	0	0	0	0	0	0	0	0	68.0384	508.995	0	0	0	0	0	414.52	0	0	0	87.3401	0	0	0	927.958	856.531	632.9	434.183	0	0	0	492.605	980.314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489.837	0	4.06108	0	7.37685	4.56939	24.0906	20.8534	6.30403	0	48.2751	0	4.41354	0	5.33102	6.71513	17.0796	0	27.9893	0	0	3.80196	0	0	5.71684	0	0
SNORA12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237.626	0	0	0	0	0	0	0	0	0	871.511	820.421	0	0	249.942	0	0	0	612.689	0	0	0	0	0	0	45.9303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.9551	0	0	0	3.01413	5.07027	0	0	0	0	0	7.51932	0	3.43913	0	0	4.53137	5.0738
SNORA12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.78011	0	0	0	0	0	0	0	0
SNORA15	0	0	0	500.433	1572.82	0	414.278	643.042	221.265	375.421	657.463	0	855.245	121.016	236.562	255.772	193.907	379.958	0	0	0	499.368	262.27	944.879	0	1.70943	144.426	359.123	0.0812144	0	0	898.011	0	0	848.933	803.246	1649.29	489.067	1.45763	0	0	906.254	0	0	527.066	0	0	0	0	0	0.749587	296.929	834.774	0	298.587	1083.36	0	0.877049	0	0	0	0	0	225.002	0	668.413	0	0	231.622	3684.63	205.361	342.319	2155.3	1244.05	377.352	2281.26	1214.36	655.292	0	219.557	36.1577	0.0990857	0.346434	0	0.574964	0.344966	0	0.0153486	385.156	0	0	1108.15	2886.27	5.53416	7.93274	0	19.4468	0	21.5338	3.03626	6.37535	61.4304	19.4627	8.5987	9.1851	0.928487	26.6352	6.3767	0	0	0	3.66061	3.68961	2.2363	0	0	0	14.6319
SNORA15	0	0	0	0	1572.82	0	414.278	214.324	221.265	625.764	657.463	0	0	121.016	473.124	511.544	193.907	3.7749	2320.22	0	0	817.045	695.162	1734.26	0	0	818.413	55.4852	0.0812144	0.012205	0	425.576	0	0	86.1236	0	178.661	634.018	0	0	0	755.898	0	0	321.649	0	0	0.035311	0	0	0	296.929	1335.72	0	298.587	573.314	0	0	0	0	0	0	0	225.002	0	668.413	0	0	1405.45	3133.38	1163.71	169.199	3149.1	751.726	0	160.353	1214.36	0	0	219.557	185.611	0.397979	0	0	0	0.344966	0	0.0153486	965.856	0.0514662	0	1093.23	1000.31	5.53416	16.7509	0	35.4893	0	21.5338	3.03626	14.4226	62.1273	31.5951	0	15.3099	36.0226	8.89877	6.3767	5.44265	0	9.35096	15.1426	3.68961	3.58038	0	1.6763	8.7148	28.7462
SNORA15	0	0	0	514.966	3724.17	0	4044.16	0	1112.53	0	1454.41	0	520.464	0	267.357	294.303	0	4.50128	64.6723	0	0	237.891	406.164	581.588	0	1.89148	0	790.081	0.377731	0.0154259	0	294.71	0	0	428.605	747.057	235.289	0.0121906	0	0	0	712.484	0	0	229.425	0	0	0.044333	0	0	0.570783	0	272.751	0	0	3657.53	0	0	0	0	0	0	0	0	0	0	0	0	256.114	496.946	0	1.89281	851.292	0.146727	326.306	1536.05	0	506.51	0	0	266.265	0.0754369	0.400556	0	0	0	0	0	1.1729	0	0	984.643	492.337	9.86727	6.87676	0	11.9637	0	11.9939	0	0	24.8129	11.6647	0	13.5667	1.64555	2.74189	7.6729	6.11892	0	0	0	0	8.28979	0	0	0	4.25872
SNORA15	0	0	0	14118.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	717.346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93E-41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69E-29	0	0	0	0	0	0	0	0	0	0	0	11.2201	1.54E-11	4.18E-07	0.000899948	11.46	1.17E-35	1.35E-06	0	8.34E-25	71.9984	34.5775	53.9579	138.207	7.08E-17	0	0	8.67E-06	0.897523	8.39665	10.5698	2.66187	3.91964	15.368	41.425	19.8564
SNORA18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3301.07	0	0	0	0	811.921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1572.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.21139	0	0	0
SNORA18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1293.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.94854	26.7836	1.08365	0	26.003	0	0	0	0	0	7.05365	0	0	0	3.96E-22	0	0	0	0	56.229	0	0	0	0	13.7384
SNORA2	0	0	0	0	3145.64	0	0	0	0	0	0	2772.95	0	0	0	0	0	0	0	738.477	595.69	507.252	0	585.285	0	0	0	0	0	357.228	0	0	495.839	0	0	0	1012.41	0	0	2476.97	0	0	1014.8	0	527.066	0	0	0	0	0	0	0	3614.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665.175	0	0	0	0	0	0	90.3406	0	0	0	0	0	0	1313.38	0	1308.83	1124.75	0	0	23.8509	30.706	0	98.3091	0	19.9505	36.4351	0	13.4958	40.288	8.5987	24.268	32.0328	12.6514	0	11.2881	32.1056	0	0	29.5169	13.9949	7.53848	45.4872	0	15.457
SNORA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1178.24	0	0	755.898	507.401	0	527.066	0	0	0	0	0	0	593.859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2428.73	0	0	0	0	0	0	639.915	213.506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.335	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1419.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.37646	0	0	0	0	8.32145	0	0	0	0	0	7.7647	0
SNORA21	0	0	0	0	0	0	0	0	0	0	0	0	0	850.634	0	1262.88	0	0	0	0	0	0	0	746.963	685.384	0	0	0	0	0	0	0	631.063	0	0	0	0	1109.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562.719	0	0	0	0	0	0	567.124	1575.78	0	0	0	0	0	0	0	738.754	805.339	811.921	1215.62	0	0	0	0	338.45	0	0	0	0	0	0	0	0	0	0	0	0	48.7204	0	18.6451	339.277	129.482	48.3598	22.247	82.3464	16.4612	16.5476	42.1118	7.39676	105.136	0	94.5217	0	77.7835	11.2807	0	117.28	94.0701	193.439	27.9944	41.981	119.623
SNORA21	0	0	0	0	0	0	1235.59	0	0	0	0	0	0	689.125	0	0	728.015	0	0	0	0	0	0	540.092	0	0	0	0	0	0	0	738.745	0	0	527.428	1328.83	929.831	0	0	0	0	0	0	0	498.675	0	0	0	0	0	0	545.691	0	0	0	0	0	0	0	0	839.987	0	0	0	0	0	0	0	1007.06	0	0	0	1100.11	0	0	0	0	0	0	0	84.1528	0	0	0	0	0	0	0	0	0	0	0	0	0	9.60327	0	0	0	0	5.70192	0	0	12.5703	8.06681	0	9.99712	0	12.2412	0	30.1999	0	0	0	0	0	0	0	0
SNORA22	0	0	0	0	3425.68	0	0	0	0	1075.01	0	0	0	0	1761.24	365.837	826.047	0	643.636	0	645.338	0	0	0	0	0	2080.58	467.557	0	0	733.607	846.231	536.617	0	599.024	0	0	0	0	0	0	819.331	0	0	0	0	0	0	0	0	1347.42	0	1285.42	0	644.088	0	0	0	0	739.159	962.956	0	687.623	0	0	0	0	0	0	0	0	0	636.467	0	0	0	0.00018216	0	0	476.095	0	0	0	0	0	0	3102.7	0	0	0	0	0	0	0	0	0.61685	9.54508	0	42.4819	0	0	0.689777	0	0	25.8789	1.38992	0	27.6991	11.9974	22.7852	0	0	0	7.46796	0	12.1662	0	5.49817
SNORA22	0	0	0	0	0	0	0	1349.85	0	807.168	3267.66	0	0	621.62	590.159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631.299	0	0	346.055	0	0	0	0	0	0	0	0	1102.17	0	0	0	0	0	0	24.6984	7.41147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.81507	0	9.38763	0	4.28363
SNORA22	2837.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1276.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.54508	0	21.241	0	0	0	0	0	6.46971	11.4255	0	27.6991	0	0	0	0	0	0	8.0446	0	0	5.49817
SNORA22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA24	0	1745.55	0	4593.59	0	0	0	1178.5	0	0	1552.31	0	0	0	903.786	0	0	0	0	0	0	0	883.492	0	0	0	0	0	0	0	1883.99	0	0	0	724.198	1997.21	2882.77	0	0	1680.7	1604.1	0	0	0	655.531	0	0	1173.23	0	0	0	0	1560.81	0	811.704	0	0	0	1388.28	0	1191.84	0	0	0	0	0	0	0	1500.54	6897.63	2733.02	0	3180.59	858.339	869.048	2587.23	0	0	0	0	365.662	298.505	0	876.818	0	0	0	0	1779.12	5014.93	0	0	0	157.052	53.7824	200.919	11.7543	90.9115	25.8603	31.8318	0	88.2314	35.6131	22.6119	7.93278	42.4008	0	25.2603	0	69.3013	0	0	29.0529	36.7137	9.88625	60.2391	0	0
SNORA24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	903.786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1012.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1431.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.465387	0	0	0	0	0	0	0	0	0	0	0	13.8603	0	0	0	0	0	0	0	0
SNORA25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2180.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6288.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4999.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.9069	0	0	77.6978	0	0	0	0	0	0	0	0	0	0	0	36.7199	0	0	0	0	0	0	0
SNORA25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036.45	0	0	0	1176.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.1479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.78205	0	5.9172	0	0
SNORA26	4323.32	0	0	0	0	0	0	0	0	0	0	0	0	2909.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1225.8	0	0	3113.59	1805.56	10320.5	0	0	0	0	0	0	0	0	0	5123.35	0	0	0	0	0	0	0	2787.15	0	0	0	1165.04	0	0	0	0	0	0	0	0	0	0	0	0	0	1885.56	0	3125.13	1544.95	0	0	0	0	0	1368.29	0	0	0	335.893	334.136	0	4733.1	0	3415.75	2953.29	0	2318.24	0	0	0	88.6571	25.2127	0	209.95	16.9191	0	36.5656	155.251	24.2277	0	0	0	85.2794	0	28.0487	0	0	0	19.569	0	0	0	0
SNORA26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6889.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2617.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2466	0	0	0	0	77.0084	0	0	0	17.7724	0	0	0	13.0477
SNORA26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2296.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1308.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.6519	0	0	0	0	0	0	0	0	0
SNORA26	4.30E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19E-09	0	7.13E-05	0.000233268	0	0	0	0	0	1.14E-08	0	0	0	0	0	3.63E-08	0	0	0	0	6.01E-08	0	0	0	0	0	0	0	0	0	7.49E-09	0	0	0	0	0	0	0	0	0	0	1.49E-08	0	0	0	0	1.95E-09	0	0	5.80E-10	0	1.30E-05	0	1.15E-06	1.40E-06	0	0	1.66E-09	0	0	1.50E-08	0	8.56E-09	0	0	1.27E-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1027.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01298	0	0	0	26.3954	1.64E-15	5.95782	0	4.05603	0	0	0	0	11.0863	14.7374	0	0	0	0
SNORA30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1912.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922.405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.83628
SNORA31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2306.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22584.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6163.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA31	0	0	0	0	0	0	1392.28	0	992.759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	634.364	0	727.922	0	0	734.361	0	0	0	0	0	0	0	1103.88	0	1276.62	0	0	819.331	0	0	0	0	0	907.687	3674.41	0	0	0	1285.42	400.617	0	0	986.713	1451.71	0	0	0	0	0	0	221.895	1451.31	0	0	0	0	0	0	0	0	0	0	0	0	0	1904.38	0	0	668.497	0	0	0	0	0	0	0	0	1089.09	0	8.49213	10.9274	16.1462	9.54508	0	21.241	12.9579	0	14.3998	0	55.0921	24.4991	0	0	41.5487	0	45.5704	0	15.5625	7.87658	14.9359	241.338	0	0	0
SNORA31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209.21	0	0	0	0	0	5083.3	0	0	0	0	1158.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.84681	0
