geneID	Symbol	MSK-PCa8_ORG	MSK-PCa9_ORG	MSK-PCa10_ORG	MSK-PCa11_ORG	MSK-PCa12_ORG	MSK-PCa13_ORG	MSK-PCa14_ORG	MSK-PCa15_ORG	MSK-PCa16_ORG	MSK-PCa17_ORG	MSK-PCa18_ORG	MSK-PCa19_ORG	MSK-PCa20_ORG	MSK-PCa22_ORG	MSK-PCa24_ORG
ENSG00000221492.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221495.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221497.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221499.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221504.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221505.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221506.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221511.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221515.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221516.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221517.1		0	0	0	0	0	0	0	0	0.49	0	0	0	0	0	0
ENSG00000221519.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221521.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221523.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221524.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221526.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221528.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221529.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221530.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221531.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221532.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221534.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221535.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221536.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221538.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221541.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221542.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221544.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221547.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221550.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221551.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221553.1		0	0	0	0	0	0	3.32	0	0	0	0	0	0	0	0
ENSG00000221555.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221556.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221558.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221559.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221560.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221561.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221565.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221566.1		0	0	0	0	0	0	0	0	40.34	0	0	0	0	0	0
ENSG00000221567.1		0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0
ENSG00000221568.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221573.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221576.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221578.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221579.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221580.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221581.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221584.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221589.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221590.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221591.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221593.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221595.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221599.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221602.1		0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0
ENSG00000221606.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221607.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221608.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221610.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221612.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221613.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221615.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221617.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221618.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221619.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221621.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221623.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221625.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221629.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221631.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221635.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221637.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221644.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221645.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221653.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221654.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221655.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221657.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221659.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221660.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221664.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221665.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221667.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221670.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221672.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221677.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221679.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221681.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221683.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221684.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221685.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221686.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221689.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221690.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221691.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221693.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221695.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221696.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221699.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221701.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221702.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221704.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221706.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221707.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221708.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221714.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221717.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221718.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221720.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221721.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221723.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221724.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221726.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221729.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221730.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221731.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221732.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221733.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221734.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221736.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221741.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221743.1		0	0	0	0	0	0	0	0	9.49	0	0	0	0	0	0
ENSG00000221744.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221746.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221747.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221748.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221749.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221751.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221755.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221756.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221762.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221764.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221766.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221767.1		0	0.24	0	0	16.38	0	0.49	0	0	7.62	0	6.83	0	0	0
ENSG00000221770.1		0	0	0	0	0	0	0	0	3.34	0	0	0	0	0	0
ENSG00000221772.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221774.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221777.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221778.2		0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0
ENSG00000221779.2		0	0	0	0	0	0	0	0	1.39	0	0	0	0	0	0
ENSG00000221781.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221785.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221786.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221789.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221790.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221793.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221795.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221796.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221798.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221799.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221802.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221804.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221807.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221809.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221810.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221870.2		0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221961.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222040.3		2.36	0.69	0.76	1.9	22.52	0.46	0.36	0.66	0.12	0.09	0.1	0.14	0.17	0.06	0.92
ENSG00000222055.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222064.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222066.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222070.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222079.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222080.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222084.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222085.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222086.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222096.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222100.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222101.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222109.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222117.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222120.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222121.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222133.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222152.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222158.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222161.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222168.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222169.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222190.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222192.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222196.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222197.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222203.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222219.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222226.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222235.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222262.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222274.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222296.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222298.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222299.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222301.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222306.1		0	0	0	0	0	0	0	0	0.55	0	0	0	0	0	0
ENSG00000222309.1		0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0
ENSG00000222311.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222316.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222326.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222331.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222333.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222334.3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222339.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222348.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222364.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222373.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222374.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222391.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222406.1		0	0	0	0	0	0	0.77	0	0	0	0	0	0	0	0
ENSG00000222408.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222409.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222411.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222437.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222463.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222481.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222482.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222492.3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222493.1		0	0	0	0	0	0	0	0	5.53	0	0	0	0	0	0
ENSG00000222494.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222512.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222518.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222521.1		0	0	0	0	0	0	0	0	4.37	0	0	0	0	0	0
ENSG00000222526.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222545.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222548.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222551.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222563.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222570.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222586.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222591.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222596.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222602.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222611.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222615.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222631.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222643.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222647.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222651.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222677.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222683.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222692.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222717.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222719.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222720.1		0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0
ENSG00000222722.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222729.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222730.1		0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0
ENSG00000222732.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222749.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222770.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222776.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222787.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222805.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222833.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222834.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222861.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222864.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222884.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222888.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222894.1		0	0	0	0	0	0	0	0	0.65	0	0	0	0	0	0
ENSG00000222899.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222939.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222945.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222954.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222961.1		0	0	0	0	0	0	0	0	1.07	0	0	0	0	0	0
ENSG00000222978.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222994.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222999.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223009.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223018.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223029.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223030.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223036.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223052.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223053.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223059.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223063.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223070.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223082.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223091.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223099.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223101.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223116.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223119.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223123.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223134.1		0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0
ENSG00000223148.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223149.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223164.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223180.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223182.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223187.1		0	0	0	0	0	0	0	0	0.38	0	0	0	0	0	0
ENSG00000223192.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223200.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223201.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223211.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223213.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223214.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223231.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223235.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223243.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223244.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223249.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223253.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223255.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223275.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223286.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223291.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223297.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223307.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223316.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223322.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223380.3		27.48	44.52	37.88	23.85	34.07	27.19	25.07	16.57	22.51	25.53	41.82	32.17	11.3	65.42	37.35
ENSG00000223401.1		1.32	0.73	0	0.48	0.11	0	1.3	0.18	0.19	0.07	0.19	0	0.14	0	0.15
ENSG00000223408.1		0	0	0	0	0.06	0	0.04	0	0	0	0	0	0	0	0
ENSG00000223449.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223473.1		2.57	0.58	0.39	0.53	1.35	1.72	2.02	0.87	1.19	1.03	3.54	1.5	0.45	0.26	0.31
ENSG00000223474.2		0.75	0.57	0.62	0.44	1.56	0.64	2.21	0.72	0.4	1.06	0.33	0.1	0.04	0.35	0.26
ENSG00000223477.3		1.31	0.63	0.03	0.26	2.79	0.04	0.03	1.19	0	0	0.04	0.23	0	0.27	0
ENSG00000223491.1		0	0.11	0	0	0	0	0.31	1.15	0	0	0	0	0	0	0
ENSG00000223512.1		0	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0
ENSG00000223524.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223562.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223579.2		0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0
ENSG00000223588.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223633.2		0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0.17
ENSG00000223659.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223664.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223700.1		0	0	0	0	0	0.11	0	0	0.14	0	0	0.08	0	0	0
