Composite Element REF	Hugo_Symbol	Group	TCGA-3X-AAV9-01	TCGA-3X-AAVA-01	TCGA-3X-AAVB-01	TCGA-3X-AAVC-01	TCGA-3X-AAVE-01	TCGA-4G-AAZO-01	TCGA-4G-AAZT-01	TCGA-W5-AA2G-01	TCGA-W5-AA2H-01	TCGA-W5-AA2I-01	TCGA-W5-AA2O-01	TCGA-W5-AA2Q-01	TCGA-W5-AA2R-01	TCGA-W5-AA2T-01	TCGA-W5-AA2U-01	TCGA-W5-AA2W-01	TCGA-W5-AA2X-01	TCGA-W5-AA2Z-01	TCGA-W5-AA30-01	TCGA-W5-AA31-01	TCGA-W5-AA33-01	TCGA-W5-AA34-01	TCGA-W5-AA36-01	TCGA-W5-AA38-01	TCGA-W5-AA39-01	TCGA-W6-AA0S-01	TCGA-WD-A7RX-01	TCGA-YR-A95A-01	TCGA-ZD-A8I3-01	TCGA-ZH-A8Y1-01	TCGA-ZH-A8Y2-01	TCGA-ZH-A8Y4-01	TCGA-ZH-A8Y5-01	TCGA-ZH-A8Y6-01	TCGA-ZH-A8Y8-01	TCGA-ZU-A8S4-01
cg04113075		NA	0.187488942482319	0.0416973957155281	0.078187618688876	0.0541321899697204	0.109834857659021	0.0321843543813199	0.0432169173472159	0.05713667475069	0.210229682771054	0.0553838714679179	0.0306309546609381	0.0379201766304931	0.0617842950819898	0.0250498943801916	0.0425742151372226	0.0363012544817134	0.0396530564415263	0.034102045869597	0.0942711048885587	0.0458578777640582	0.116895617888367	0.0307762338117168	0.0278624457762041	0.111214362052895	0.0347216728809766	0.0405464102926948	0.0848310144583818	0.0444560050164444	0.084949793342892	0.0351162173193102	0.0306426815538185	0.039003341172437	0.0295443400403123	0.0318706181148871	0.0638314108265369	0.062370706266256
cg04125208		5'UTRTSS200	0.071698957014193	0.101076677196899	0.0694051675322994	0.0763361567738386	0.0867611681574918	0.0675734237977839	0.064782368662022	0.248928297215398	0.0671692479108801	0.230310951465535	0.0644179401994166	0.0807669731034293	0.136918806368918	0.710160484078041	0.487630142612565	0.111289992092517	0.0651420565108032	0.167198654692725	0.549314793790247	0.10286551318977	0.11491168091637	0.146009957671955	0.0987668490303038	0.430819136731001	0.108189951877463	0.0719417005261593	0.583349791443059	0.0522969846433847	0.0828856203854133	0.14596128852827	0.079156829636269	0.0666163235170792	0.0530432384820869	0.0874857017361569	0.0958337202312964	0.0692424013779425
cg04132607		Body	0.838917923826289	0.809519515458685	0.881174178167028	0.684955856203494	0.847339230832143	0.907608322570226	0.853913984712838	0.674531676171239	0.754648648844405	0.898724385239967	0.823004434997343	0.874174182113868	0.832248324921221	0.853944658079095	0.86079573426175	0.861411615050998	0.608881305942945	0.841156636167795	0.815993608183897	0.848882777132297	0.847974516067652	0.875318850634608	0.811608990084564	0.85247128714565	0.854310673124925	0.755215995945229	0.803306218572843	0.841671212720316	0.805283156016182	0.870574334958493	0.393468255370286	0.824947673409894	0.854051742634499	0.875175872622821	0.802063182304717	0.823645107262551
cg04216597		Body	0.211387256788048	0.404734540242455	0.277292875951847	0.36498961275334	0.306214577874596	0.377542989243236	0.27087839057196	0.510957821415945	0.193152479125603	0.738843565901442	0.105805078005028	0.565519374807684	0.16367818350326	0.148113393539497	0.661333158535421	0.494421184375281	0.0851549245425662	0.494564199266659	0.515176682328361	0.240282849211619	0.476029124492087	0.194257913142431	0.77052091222559	0.703083382595073	0.203103282852804	0.184524026643091	0.468648430323985	0.474447137894913	0.340428030733389	0.203667603247573	0.228869256449702	0.483988559377249	0.46540785110895	0.214717708916695	0.169166210569804	0.350997247930028
cg04291079		TSS200TSS1500TSS1500TSS200	0.804584154777469	0.939453654835398	0.848422425717519	0.852329635252156	0.871314090370078	0.782699559905556	0.949274281316094	0.861956491443457	0.837949482826162	0.850029589496826	0.830536653480707	0.833020219550771	0.873650420852001	0.849684091831303	0.917661016229475	0.846104672094103	0.874217391440309	0.926088662050927	0.786817767121592	0.810834511225804	0.799679196029896	0.625900651262691	0.855203144215984	0.674952966229286	0.587720111803075	0.891341671135317	0.838882287290341	0.895047905894582	0.797241426265066	0.895788637205131	0.873737363422107	0.884861702674386	0.856313419680014	0.827529786991206	0.592576199997824	0.881718027756245
cg04330449		TSS1500	0.450836440024859	0.570289166086509	0.574994500879	0.0539408255590097	0.446594915284922	0.464656748626386	0.620784901648027	0.489527917256065	0.307803387778258	0.645456544709384	0.0621177771402778	0.426112613673389	0.385806553559789	0.823413526583957	0.742333769233193	0.582466893072558	0.0543810799172468	0.481834821105137	0.578613761656107	0.0345727123115398	0.506977110415878	0.135024042789325	0.536698798592518	0.49233078637123	0.0580954030868555	0.324617530235885	0.512008736001855	0.652596122147154	0.704259707608991	0.578197714228056	0.0286757096686541	0.734046652707466	0.705422743545084	0.0243635233133916	0.0801190423311905	0.0986453266488796
cg04456238		5'UTRBody	0.716675567287919	0.728487046682509	0.750806051530182	0.759669649648	0.459237451484141	0.611313005988498	0.542123027370692	0.588516122678779	0.556104278981151	0.871025287689413	0.760367034614104	0.824665873083952	0.820306387853729	0.904075280884766	0.818541043364094	0.803370362748394	0.390308159652078	0.681098643899949	0.786786311441861	0.373878767187293	0.644124481910082	0.48653550326069	0.640088500905983	0.861250734144759	0.35625607822216	0.852730661662382	0.60132201236154	0.692674155851324	0.754539686594969	0.83503132413413	0.158227085306631	0.641339664682984	0.56162556246377	0.277763083318215	0.456669942134627	0.424811703537198
cg04457481		1stExon5'UTR	0.593817258635895	0.756848659524425	0.755293529859652	0.52828879972704	0.599396103991866	0.694711453143492	0.78834454462247	0.560121554403256	0.55977237494324	0.918727875516381	0.48192523355436	0.678837648280557	0.632117225074165	0.890657723751101	0.78594191889192	0.718655123654985	0.495311312364194	0.557378843643271	0.761871921249349	0.577602137168176	0.649597351351928	0.690816232442054	0.871806728435929	0.841264672757498	0.549088011035506	0.610371142012516	0.725070822645161	0.67425042626627	0.585444453844029	0.591054704334059	0.241604337822026	0.488773501671338	0.587476541046352	0.614042736557034	0.532838131304459	0.547768635600161
cg04473030		5'UTR1stExon	0.923419240170974	0.846813755199913	0.932997798620119	0.940631684035704	0.922970351360715	0.936871359771078	0.935910031869095	0.93709501288088	0.931935261043429	0.94739133044019	0.880666665685628	0.897866137683365	0.923596085267006	0.94380506689391	0.930944033130424	0.926971104649558	0.821844180623582	0.936993839138669	0.908049296463849	0.937406880938796	0.905460837136688	0.934787924354917	0.932086629942367	0.928390980848306	0.899111277563399	0.927754550917001	0.928109927146017	0.899806084926483	0.910285582075268	0.950641080056346	0.844093721999874	0.89552471269254	0.90567482842044	0.928813105503883	0.907137476258501	0.929603423417522
cg04548378		TSS1500TSS1500	0.0329219324558944	0.0261984974646559	0.0261330982198067	0.0244936119611079	0.0302109624585034	0.0216516360817053	0.0275196744366419	0.0348453238982873	0.0213133312963941	0.0303192933395189	0.0227667949429997	0.0256105969193961	0.0262759376711112	0.0300390424435486	0.0293878196430688	0.0280043121944354	0.0282863566897831	0.0297967634237642	0.0526730515308773	0.0359506806342536	0.244900282291937	0.0337360055468646	0.0867753599852765	0.0350096297335207	0.0333282609340979	0.0226286524378432	0.0328339149226187	0.430488557700494	0.030688453546705	0.0304273491336067	0.0227212744678408	0.0305358314532814	0.697929089616604	0.0266157028649225	0.0324252206988417	0.0235612273215633
cg04549333		Body	0.242174902882102	0.69809493442004	0.407470726844741	0.0375758541914599	0.360369445375588	0.0192686472526817	0.166464610493609	0.430328966509489	0.032308983481445	0.615041188223381	0.0165154668623295	0.567549883962791	0.596728177836314	0.8148209626522	0.6538731561618	0.0637674911614114	0.0201069767677109	0.347363203766656	0.309845736253811	0.0304986192424297	0.196296112160132	0.0413892987253731	0.786602575440606	0.0601315620885507	0.0479063871649697	0.711568484291279	0.349401327293897	0.113021023322218	0.488972281040071	0.398781089741879	0.613680903751778	0.68947331374467	0.805979196525004	0.0684429239844436	0.0723153551571638	0.14302192053625
cg04658354		BodyBody	0.0325124413943633	0.0288445195365002	0.0361511443427249	0.0311333693431488	0.0372449229723795	0.0232537752107729	0.029464444629793	0.0331088653331954	0.0408305717683403	0.0326165339856331	0.0195694353552458	0.0472735439207224	0.0322516518180461	0.0219397050416614	0.0222110027273369	0.0277473913240896	0.0219263789391319	0.035575748955936	0.0410277027251167	0.0361086847371574	0.045748592559961	0.0278376922464287	0.0405735027806938	0.0595436612442102	0.0451735605503014	0.0324406752082715	0.0410741681972421	0.0223728514525061	0.0483220916532453	0.042022184448609	0.0263126174253693	0.0294374499512482	0.0258287546767453	0.0334182109994724	0.0388595497047825	0.0377568956908448
cg04677163		TSS1500	0.0578960243017156	0.0616933800025576	0.045591314511085	0.0446900204587408	0.0523799840086559	0.0424445535058179	0.0346474457123337	0.0347950121134619	0.279679007835831	0.048639403781749	0.0285561994193935	0.0505444771391544	0.0568381912382188	0.0310301449990751	0.0372796607719855	0.0301251955297866	0.0311813931610461	0.034738066287451	0.0634664826032944	0.0461236742136994	0.0664518093148042	0.0323321465818096	0.137743731876143	0.0589552172111288	0.0663858342267128	0.0427315286412552	0.0733350422096273	0.0268130852113667	0.0449619951320223	0.058194441834299	0.0385976607091469	0.0456252539039471	0.0368988309517038	0.0456137375748534	0.0551665735170735	0.0354828214447456
cg04717045		Body	0.847193962056297	0.915510519265302	0.739771334413209	0.779294765969926	0.72935900743776	0.186722899235196	0.427159503412862	0.946662423263667	0.929924664060092	0.92938484639001	0.870292598469747	0.268887414052889	0.592062222322833	0.39564127171432	0.785743485016936	0.538290609315954	0.191866918584224	0.482297608659357	0.489295823958253	0.665730230758087	0.832228431092064	0.349309953556135	0.656568329340762	0.739108122831278	0.309564790814632	0.948208695558506	0.782922976217176	0.727106481514534	0.256491761964705	0.376635774213044	0.750034968131915	0.424228023518682	0.140121172747417	0.452839637791251	0.879712967575897	0.687175504893167
cg04719766		BodyBody	0.948547865161621	0.962062303371744	0.957001281735581	0.926032005929115	0.955659696790492	0.949578470926487	0.953293089750415	0.950417219428954	0.934820376788477	0.937014124765908	0.938300740837983	0.945889592716392	0.94949819465214	0.94319328900553	0.95904888234321	0.943029805902003	0.92431628277071	0.943956386373294	0.926489321934327	0.949540861585651	0.930550608677254	0.959915269412122	0.951188079750849	0.90707193917002	0.899556021234217	0.942086117501149	0.948012233715629	0.946736614342793	0.904180808990741	0.946080796328472	0.859716778242629	0.940384785059703	0.936592389936802	0.949924389017567	0.896785884834034	0.821721350724268
cg04720330		5'UTR	0.148370813065916	0.062616733692138	0.103615295373028	0.0370895309611822	0.0635958989727683	0.0263763481634683	0.0516006941794172	0.0786543281098217	0.0904428644436178	0.0842236992316436	0.0331389023043643	0.0293172942729784	0.154279883820929	0.0354335536919565	0.0692784760633912	0.028065629788147	0.0243668172722154	0.075163607729284	0.164414064062097	0.051522731792261	0.0799241345960853	0.0253013640161737	0.0676612865111072	0.0423412994079127	0.0431583966297517	0.0307636505912428	0.0495735285310041	0.565764258677395	0.0818919250539151	0.030265533841618	0.0669699800155238	0.0632603335969646	0.0168624546521321	0.0532516565350247	0.084722542340776	0.0974155577208517
cg04726200		BodyBody	0.631925544442665	0.775147130412046	0.63174306534748	0.781969594706817	0.642073394400435	0.808144571576507	0.673813681529613	0.719255404854787	0.595582726806778	0.815623117749828	0.808635271230555	0.787095890841352	0.794233165802787	0.872490748648052	0.788172792004019	0.830962966810071	0.78577858953674	0.630765300924662	0.693190247789612	0.647397140981685	0.720210454395609	0.910529753702592	0.837684232543652	0.76882900674487	0.753046730589305	0.807264333772199	0.644712011211903	0.677790999423021	0.708464108285389	0.76802648271184	0.808762672555606	0.770034359810772	0.811909466487478	0.713431369749875	0.720290446196688	0.586183766591511
cg04738091		NA	0.0366068751018821	0.0423201073080044	0.0456167697988382	0.0425214077960014	0.0374949845270395	0.0450660890059174	0.0448192928075746	0.0450008484585249	0.0366447483262534	0.0364968674457052	0.0410864152220925	0.071605272872959	0.0474059634674919	0.0336340351406129	0.0357864798850907	0.0258980611859886	0.0312277943134862	0.0481547220161512	0.063465912194913	0.102651955097187	0.0518387961490094	0.0352144048374683	0.0445278201892899	0.0649564527318713	0.0731248469527297	0.0442040016368675	0.0539450266476307	0.040500616537068	0.0532361200982554	0.0437846036990013	0.0476099015738054	0.0415177446786773	0.034333077626892	0.0374451608863163	0.0406401176874965	0.0393499121987877
cg04757093		BodyBodyBody	0.646465996273314	0.636562226378921	0.716633356761406	0.713851640703328	0.666005345856781	0.791161848667403	0.725348868951158	0.58254615580875	0.558438987256736	0.803270542226458	0.285962354793649	0.787067675443635	0.672486745724079	0.324449012419443	0.663889579191249	0.561127457455365	0.642792920190802	0.72103280239035	0.660189699595405	0.738870416284308	0.712477663030797	0.623771354204143	0.589802128765514	0.731963130061125	0.50553767402909	0.616662501945618	0.691554829621648	0.662583355977917	0.684302419135826	0.641724281569664	0.311273255523393	0.587058068656978	0.528014505788944	0.722335512590189	0.665685062578594	0.475633799268353
cg04796162		1stExon	0.216005216866871	0.375910727693604	0.100634728195095	0.191046998758598	0.334898981630419	0.366625928200853	0.617992057843939	0.463571071564888	0.285184683726634	0.473288198360779	0.160827305518095	0.0512024535375266	0.186657466615771	0.424781087187552	0.604852493939493	0.114848526084517	0.0525449152377796	0.0442929295314678	0.173577518997475	0.0715519027126144	0.258999709702218	0.164892296670515	0.52288510678749	0.167661129640503	0.0764497862385967	0.527822815376291	0.374727554369759	0.430186116251933	0.617068333090984	0.0589687720408437	0.062602079501041	0.35547620861683	0.0433947244216563	0.0622927781490827	0.133326136570122	0.124195043650281
cg04797323		TSS1500	0.163572837927804	0.747500729708607	0.138778073781558	0.745771967793808	0.0438094703850494	0.0372303174670122	0.0268971881585514	0.455698425490174	0.0837257752301511	0.811986651848622	0.740589468917684	0.848116377318481	0.0657186980411958	0.90000352652626	0.0315012980110179	0.0584368051761495	0.146466934090088	0.0570158180407311	0.653959068678981	0.0617568236088172	0.0782257521217971	0.893691860883941	0.811642037826909	0.0944404586338288	0.0516518524611131	0.82163395258059	0.402379990670419	0.700500411807546	0.0631218238651109	0.0743607605027281	0.0179107234904022	0.0254123921720514	0.0236733664248479	0.0232450176564474	0.0436987674862857	0.26159332187555
cg04835638		BodyBody	0.939058636707482	0.943329963382477	0.934204589919909	0.90296010833123	0.932058225828559	0.936258586589063	0.941650326599308	0.903117579477302	0.940728981281304	0.907786668549244	0.934901112329312	0.915028399912699	0.914437048737361	0.925970812467225	0.929945959254123	0.927980173184916	0.935476112840888	0.929281691902872	0.89659634802835	0.918252364982297	0.884182353129756	0.920988716251063	0.920599988128877	0.853678444384928	0.808368233090773	0.93238949823801	0.922747074016314	0.943171480906018	0.890575257823413	0.917123928667795	0.925266443786961	0.933264959352113	0.944877825443945	0.949476723667711	0.879835926565171	0.947386337826464
cg04907664		NA	0.0529657371851303	0.397955735984851	0.676342248408228	0.678159637902919	0.0731259956393866	0.576261882935223	0.0473524886141542	0.655332227394451	0.66947095357151	0.0977077577407187	0.0402959470195461	0.0674728803009877	0.685825010440812	0.176997599079173	0.588984684117185	0.589462938560979	0.0391212453978101	0.664600959514017	0.0617541445411747	0.0595635965005835	0.055811410755884	0.655402463774776	0.691469094727924	0.700180201007335	0.0550054060433722	0.667236205046832	0.705543056011985	0.30646502252015	0.666774347387352	0.709040521708723	0.370161451721112	0.0575067678935935	0.0339137161134188	0.641661937670722	0.0662117039852998	0.0532436248287332
cg04920951		3'UTR	0.0141432272763887	0.586139989152707	0.0146920016181009	0.0111284216180073	0.0128999864210434	0.0107982586846927	0.32034963306768	0.444191963441581	0.00994169526328231	0.0136059177721678	0.427407831996636	0.0116848170767655	0.0132312720547257	0.0109846356823198	0.0123028199256324	0.482834924985559	0.0298746967463062	0.0160733948120786	0.0145172486492406	0.0379721403607357	0.101828342099531	0.0116351314541344	0.57785432229318	0.0151821720864943	0.58654380472343	0.0752597207589619	0.0116787596456802	0.110333838975725	0.0149885444340107	0.011109022221606	0.0119604218519145	0.0218352693321487	0.0171495669982059	0.0113682724826033	0.0140288064606451	0.0133474491225842
cg04951204		NA	0.0918672485535426	0.0758378591724243	0.0783723165190892	0.0780861083285061	0.0891633699918351	0.0428023667924728	0.0691753420819398	0.062745320259453	0.0845099590060408	0.0871343627607956	0.0415437496246746	0.0505170835541601	0.0930324435580861	0.096314720235229	0.0613157506930408	0.0513555168779508	0.0476226802195108	0.0666511026356147	0.0839952659530717	0.091977200683599	0.080889023851962	0.0798431350976467	0.0536140905161375	0.0740539722102936	0.0795979727197108	0.0987143147618477	0.104518923175063	0.0426146306757153	0.0618735190540917	0.084850210695099	0.0644148535276799	0.0817155752222217	0.0472423456504271	0.0608453540062523	0.0709538651779054	0.0798315098548451
cg04970352		Body	0.0292927403715866	0.393798359736313	0.037998443446877	0.0348374886974647	0.0334586450326866	0.0850052940135524	0.157615858006989	0.363201895709971	0.0263425232454737	0.666565312057055	0.325414388800115	0.0771111065183624	0.0198208941195827	0.817180029541643	0.499946252174437	0.227532585802252	0.0130736370887499	0.024861379758563	0.347344352690284	0.028083436851265	0.0499179100373461	0.132659649973636	0.0484289180769869	0.046904135438006	0.0421747361889809	0.0243810138480175	0.490776384409889	0.438364701776487	0.583123967001929	0.0381289679567966	0.0329683095442194	0.0282301069716623	0.877477568096299	0.0306704643923307	0.0548988072883806	0.233722244533947
cg05019001		NA	0.258882082361931	0.29338711574538	0.533531971072033	0.405337320279669	0.0790772925518115	0.314135167577235	0.0213070742828603	0.301522162299245	0.379716073538883	0.591479420834852	0.0139514802700354	0.025627066879498	0.475403646190623	0.735678881785933	0.571322289952934	0.309857971367671	0.0141182568720432	0.400412412281163	0.304851567013732	0.0197364630817124	0.405908354193368	0.223330559995887	0.579736030041406	0.448661653814924	0.0411093443107373	0.405769197294874	0.526784882538315	0.0186180710541015	0.485774125185681	0.445171766744268	0.216590499420097	0.0245842889655679	0.319211768214339	0.542696792858924	0.0571106967999517	0.0276122663049641
cg05164185		Body	NA	0.0862816049415673	NA	NA	NA	0.0989540798323712	0.157106455092033	0.103758842790271	0.158759270243918	NA	0.064377737582552	NA	0.128507346556901	0.0164876103889443	0.0798558673898826	0.070669843187781	0.0336035650097231	0.106974674627621	0.097287490299215	NA	0.1272749321098	NA	0.14049848972267	NA	0.123734202591643	0.158798093307331	0.0802543407924452	0.063515787499075	0.0421527847970994	NA	0.0984339623155466	0.10608558241339	0.0664168976018758	0.110399955689371	0.108281784125856	0.10673204003263
cg05200606		1stExon5'UTRBody1stExon1stExon	0.0692943944698712	0.0465925266326727	0.0854149307562845	0.0733162734153506	0.0702299961281966	0.0580480252519629	0.0551133431881231	0.0534709330053096	0.0752379689092351	0.0789158933486567	0.0515406394889265	0.0718968175049684	0.0795834874131365	0.0757865383464892	0.0570269479359629	0.0526904921858411	0.0519785245907098	0.053837966238416	0.112408711905098	0.0678337891505478	0.0704038563263669	0.0779523665463829	0.0745173443305624	0.0979475001272096	0.077262759390046	0.0772901435416601	0.0839609651404955	0.0489650185810846	0.122137779773885	0.0647670508058369	0.0808169710712519	0.067819765074244	0.0461643039988794	0.0736103175812276	0.0797853661018708	0.0531605189395248
cg05288803		Body	0.0840275593918338	0.0738851625048257	0.0756479699531407	0.0960282259330144	0.0783748078513716	0.0702018095426201	0.0555593644597573	0.0443584307084759	0.186515502370933	0.063268955605901	0.0445803030484609	0.0538947599550627	0.0828942039258383	0.110508092113973	0.578045354986661	0.0555674866239851	0.0428024758036597	0.0674325197307001	0.604458219897955	0.0599045013075479	0.116787386455175	0.0646876425146361	0.0828948195348513	0.0844285795966238	0.082652861407315	0.0638185366512359	0.556984812248221	0.0662850479548286	0.462858912868236	0.0789998047974824	0.0445453756580782	0.103017711566482	0.0469663876561597	0.0570693508329664	0.0782574039364132	0.0546226062783379
cg05559445		NA	0.498421356863804	0.772359689549339	0.640700218808469	0.3717296665885	0.567053731369323	0.616698784101119	0.556066638605339	0.632699365007005	0.561002519538563	0.803832722212191	0.540308800727414	0.695047189103303	0.621098630220117	0.161747591337735	0.657517571494987	0.519735741647157	0.223505834987034	0.552860357334329	0.509658459237463	0.444628408699212	0.680087930199608	0.703511818662911	0.870565967507954	0.508975298659354	0.170313738348607	0.876134155137217	0.5834570932796	0.751245748825215	0.690711363441382	0.299083820391631	0.18622673160954	0.255057367902613	0.50811235412144	0.206833249208274	0.431613312409608	0.536481202791701
cg05656180		NA	0.439887821558993	0.421385776291311	0.603401851730213	0.486677194994872	0.567533979291928	0.648611479902237	0.713552961917806	0.515432947100387	0.264622893261867	0.618102140113682	0.394110185221319	0.851672364898649	0.6721770887303	0.640226037121205	0.697369317831515	0.790760213771727	0.221514344665726	0.570482075341349	0.709500968965447	0.520855640661933	0.630480073883144	0.250654859115314	0.657416267221815	0.642653550651358	0.807085069425691	0.235154825630567	0.573856905296268	0.6367703779563	0.722562027801235	0.697131237509317	0.123610749237766	0.807999525734556	0.853283138522775	0.183934853909776	0.311918311743891	0.365552994396017
cg05684891		BodyBodyBodyBodyBody	0.0288979001328699	0.664167768258781	0.0364230014083733	0.296618570871667	0.0362623061648529	0.0200355772235105	0.0178993051441732	0.08861914891614	0.0526792980320961	0.772819250286655	0.410795670059383	0.654106903523073	0.0324302451281673	0.74895495086971	0.0571776299459208	0.0302636639987231	0.0550012350170257	0.0322372753414817	0.05624993200819	0.0743232490065691	0.112750338099039	0.636558728029781	0.707757576013213	0.718415068937371	0.247107567003088	0.753828088876844	0.108771487545251	0.600793976793062	0.057584033641138	0.0286053927472289	0.0427966796271842	0.0602440483317391	0.0453249477962424	0.0388257685429571	0.0512062724448643	0.0559804892620493
cg05774801		BodyBody	0.334416942558014	0.574808783470629	0.557258257264608	0.144124891700252	0.1468412890768	0.174245075063643	0.454749823758672	0.389858095567392	0.147519887479565	0.741072148302225	0.0665087741904639	0.673615314171375	0.220893734991216	0.796475379737713	0.698593644387225	0.101603790318061	0.343081331699411	0.341475797839154	0.552107923956698	0.11546685622129	0.519000175644549	0.265807239465455	0.413731364868035	0.109564512006665	0.0492148909602625	0.654453281196596	0.507816106655871	0.547787311019938	0.593775919092499	0.723137387629673	0.135995672481128	0.617171375334709	0.743155713278115	0.0695830364676189	0.115657634439595	0.141902461934098
cg05801648		Body	0.0702717174759043	0.0308071821018301	0.0417046167613469	0.035609966161132	0.0524336921652365	0.0324445079349306	0.0441406968600125	0.0535894341422521	0.0444542598750205	0.141229772587102	0.0312071149578849	0.0418755465066632	0.0549134463710681	0.0361105055470257	0.0352172913969196	0.0399287725039433	0.0257466930831803	0.040702949950023	0.0495746393328779	0.0573896274867781	0.0457962996563256	0.061381673369511	0.036323499600314	0.0563936542363275	0.0922672128665612	0.0340620534580318	0.0930334366670473	0.0327268441930058	0.0488228262314761	0.0710093961734461	0.0392154505103432	0.0440120619678829	0.0279864014032201	0.0377915041734604	0.048742199705527	0.0389825526922471
cg05896682		Body	0.296345087956966	0.125346442761	0.474559814910956	0.196237980171333	0.414709929701787	0.296908116420291	0.27026088573985	0.446447344269399	0.446060460112085	0.817497242848078	0.0482367853006591	0.861259490425071	0.393818125733224	0.912745428883851	0.766063188131125	0.523719131258395	0.301345141256044	0.543545438223917	0.613027483729415	0.148317159907144	0.56192114903196	0.591512162513019	0.528424530220056	0.475133671954218	0.583500565404717	0.164060778262384	0.573388201969391	0.763267842028412	0.565850774238309	0.743429739878845	0.0608735175729241	0.636683984479921	0.854644974010775	0.0694230010851238	0.434941442782767	0.206198006077502
cg05927017		TSS1500	0.148475432017383	0.0557385889333154	0.112543710198932	0.0415790118740268	0.10692339276167	0.0635537200457829	0.0554303155361499	0.0538248187511709	0.0480677721167973	0.0649964683457592	0.0253889378987373	0.0668203593480075	0.0597143568148962	0.0295317445000548	0.0386557112964302	0.0294453604257478	0.0278087069453211	0.0679884432120117	0.104079459753362	0.0725777960782142	0.0794625809406729	0.0422392478779725	0.0590725312011736	0.087012400752025	0.0542325262216306	0.0663947566755776	0.0656480863666737	0.0479370363115736	0.119740511415799	0.0676001636929773	0.0663922589151644	0.0791790625943359	0.0380257821153904	0.0913612344363876	0.0725489867815051	0.0655920928471633
cg05937453		TSS1500	0.0231771349359156	0.0159327673353495	0.0218578298374611	0.0216515656373686	0.0265003116289633	0.0228321665952463	0.0169437589525213	0.0224404710088091	0.0246276944279414	0.0276702209798335	0.018492167379708	0.0201978144588056	0.0206388226951373	0.0171287667782676	0.0165528523335154	0.0186309302670353	0.0185554373642387	0.0204521701372215	0.0212837245003321	0.0244065802676561	0.0207671299215401	0.0206414079498267	0.0159496529204338	0.0209462457462413	0.0277133630979872	0.0210273016859213	0.0226681731122475	0.0132994662558123	0.0218197648599354	0.0347955156461905	0.0181570990498223	0.0214611389998059	0.0147985398082116	0.0195477731644426	0.023669104549639	0.0172570136465181
cg06044900		BodyBody	0.0427740899514866	0.0212500136570512	0.0419830402601623	0.0269216284337588	0.0347794473692884	0.0369906957605193	0.0287181867475505	0.03412547875262	0.0323097917772648	0.49298417060534	0.0185122171570934	0.0440539561853934	0.0366282152767194	0.0731420822253331	0.0929548259335413	0.0249965728461177	0.0170283315244018	0.0410057747893249	0.0341524093614035	0.0344092494772879	0.0376090523271583	0.0305594929922491	0.0366178656197663	0.205298790401041	0.0340887181400014	0.0440135206361753	0.0802654090114008	0.0211031939697894	0.0463002017261075	0.0402225570991916	0.0526016421236695	0.0354693090735482	0.0180159507618164	0.0367240078026599	0.0424231834453035	0.0247499818486052
cg06063729		TSS1500TSS1500	0.0217472798858781	0.0192641706387373	0.032053216074612	0.0249802653146768	0.0245553041454522	0.0184825281694282	0.0224937656263293	0.0199991657724843	0.0170137465982529	0.0342009206422979	0.0138281685038548	0.025603427424497	0.0256759934889677	0.0159812527585141	0.01869366995031	0.0202393616065579	0.01831113205187	0.0236212322044636	0.0313903797860466	0.026272118409502	0.031057861554092	0.0262587774779018	0.0252079911261976	0.037530265140929	0.0331658705119443	0.0246229661546538	0.0231822206309005	0.0184254744486888	0.044459455301931	0.0280767233147153	0.0217157453614263	0.0262169940581823	0.0138100048553501	0.0216096697656259	0.0307038193249175	0.0218064165642802
cg06197492		Body	0.823591916238912	0.867842991941526	0.702730698084727	0.616378475139771	0.891393668476243	0.936511346573309	0.880349452702162	0.824340183208396	0.821365115022821	0.890514562339381	0.866129332492815	0.816343723444942	0.873932470858118	0.91136548067624	0.902751286202118	0.903826863928555	0.434217584928195	0.821520514779494	0.770682533351177	0.802708868467896	0.886019264310335	0.900681149173471	0.831361517378579	0.750716656652314	0.872806368565623	0.842694089077308	0.876839272692776	0.882066272116477	0.858299790588566	0.858037985805206	0.591172788053909	0.898980959983936	0.92112980978198	0.818811334082716	0.873379334771259	0.857287786134062
cg06211616		1stExon5'UTR5'UTR1stExon	0.0546490783229841	0.0519927908667981	0.0612824528737472	0.0684500341229845	0.0399666715794744	0.0712284510685794	0.0480676456105358	0.0404513871281473	0.0599026425366895	0.0640856276887018	0.0499451920473217	0.0573491526277098	0.0710753706176907	0.0374058043124227	0.0418142844922901	0.041260721840143	0.0444985723393511	0.0625923256140866	0.0667440864578294	0.0439622389266402	0.0796706474998086	0.0519280568760079	0.0587295166509762	0.077087798998618	0.0792124520239948	0.0709569107221813	0.0486475147787529	0.0474515004660956	0.0638161552615691	0.0584121039643824	0.0632425839312058	0.0580364323038985	0.0441891401986751	0.0771191022630785	0.0786327492378976	0.0530148219406602
